StatusExistingAcc,DurationMonth,CreditHistory,Purpose,CreditAmount,SavingsAccount,EmploymentLength,InstallmentRate,MarriedNSex,Debtors,ResidenceLength,Property,Age,InstallmentPlans,Housing,ExistingCredit,Job,NumPeopleLiable,Telephone,ForeignWorker,CreditEval,AgeBinary
14,6,32,42,1543,64,73,4,91,101,2,121,33,143,152,1,173,1,191,201,1,other
14,30,32,41,4811,65,74,2,92,101,4,122,24,142,151,1,172,1,191,201,1,young
11,12,32,43,727,62,72,4,94,101,3,124,33,143,152,1,172,1,192,201,2,other
12,8,32,42,1237,61,73,3,92,101,4,121,24,143,152,1,173,1,191,201,2,young
12,9,32,40,276,61,73,4,94,101,4,121,22,143,151,1,172,1,191,201,1,young
12,48,32,410,5381,65,71,3,93,101,4,124,40,141,153,1,171,1,192,201,1,other
14,24,32,42,5511,62,73,4,93,101,1,123,25,142,152,1,173,1,191,201,1,young
13,24,32,42,3749,61,72,2,92,101,4,123,26,143,152,1,173,1,191,201,1,other
12,12,32,40,685,61,74,2,94,101,3,123,25,141,152,1,172,1,191,201,2,young
13,4,32,40,1494,65,72,1,93,101,2,121,29,143,152,1,172,2,191,202,1,other
11,36,31,42,2746,61,75,4,93,101,4,123,31,141,152,1,173,1,191,201,2,other
11,12,32,42,708,61,73,2,93,103,3,122,38,143,152,1,172,2,191,201,1,other
12,24,32,42,4351,65,73,1,92,101,4,122,48,143,152,1,172,1,192,201,1,other
14,12,34,46,701,61,73,4,93,101,2,123,32,143,152,2,173,1,191,201,1,other
11,15,33,42,3643,61,75,1,92,101,4,122,27,143,152,2,172,1,191,201,1,other
12,30,34,40,4249,61,71,4,94,101,2,123,28,143,152,2,174,1,191,201,2,other
11,24,32,43,1938,61,72,4,91,101,3,122,32,143,152,1,173,1,191,201,2,other
11,24,32,41,2910,61,74,2,93,101,1,124,34,143,153,1,174,1,192,201,1,other
11,18,32,42,2659,64,73,4,93,101,2,123,28,143,152,1,173,1,191,201,1,other
14,18,34,40,1028,61,73,4,92,101,3,121,36,143,152,2,173,1,191,201,1,other
11,8,34,40,3398,61,74,1,93,101,4,121,39,143,152,2,172,1,191,202,1,other
14,12,34,42,5801,65,75,2,93,101,4,122,49,143,151,1,173,1,192,201,1,other
14,24,32,40,1525,64,74,4,92,101,3,123,34,143,152,1,173,2,192,201,1,other
13,36,32,43,4473,61,75,4,93,101,2,123,31,143,152,1,173,1,191,201,1,other
12,6,32,43,1068,61,75,4,93,101,4,123,28,143,152,1,173,2,191,201,1,other
11,24,34,41,6615,61,71,2,93,101,4,124,75,143,153,2,174,1,192,201,1,other
14,18,34,46,1864,62,73,4,92,101,2,121,30,143,152,2,173,1,191,201,2,other
12,60,32,40,7408,62,72,4,92,101,2,122,24,143,152,1,174,1,191,201,2,young
14,48,34,41,11590,62,73,2,92,101,4,123,24,141,151,2,172,1,191,201,2,young
11,24,30,42,4110,61,75,3,93,101,4,124,23,141,151,2,173,2,191,201,2,young
11,6,34,42,3384,61,73,1,91,101,4,121,44,143,151,1,174,1,192,201,2,other
12,13,32,43,2101,61,72,2,92,103,4,122,23,143,152,1,172,1,191,201,1,young
11,15,32,44,1275,65,73,4,92,101,2,123,24,143,151,1,173,1,191,201,2,young
11,24,32,42,4169,61,73,4,93,101,4,122,28,143,152,1,173,1,191,201,1,other
12,10,32,42,1521,61,73,4,91,101,2,123,31,143,152,1,172,1,191,201,1,other
12,24,34,46,5743,61,72,2,92,101,4,124,24,143,153,2,173,1,192,201,1,young
11,21,32,42,3599,61,74,1,92,101,4,123,26,143,151,1,172,1,191,201,1,other
12,18,32,43,3213,63,72,1,94,101,3,121,25,143,151,1,173,1,191,201,1,young
12,18,32,49,4439,61,75,1,93,102,1,121,33,141,152,1,174,1,192,201,1,other
13,10,32,40,3949,61,72,1,93,103,1,122,37,143,152,1,172,2,191,201,1,other
14,15,34,43,1459,61,73,4,92,101,2,123,43,143,152,1,172,1,191,201,1,other
12,13,34,43,882,61,72,4,93,103,4,121,23,143,152,2,173,1,191,201,1,young
12,24,32,43,3758,63,71,1,92,101,4,124,23,143,151,1,171,1,191,201,1,young
14,6,33,49,1743,62,73,1,93,101,2,121,34,143,152,2,172,1,191,201,1,other
12,9,34,46,1136,64,75,4,93,101,3,124,32,143,153,2,173,2,191,201,2,other
14,9,32,44,1236,61,72,1,92,101,4,121,23,143,151,1,173,1,192,201,1,young
12,9,32,42,959,61,73,1,92,101,2,123,29,143,152,1,173,1,191,202,2,other
14,18,34,41,3229,65,71,2,93,101,4,124,38,143,152,1,174,1,192,201,1,other
11,12,30,43,6199,61,73,4,93,101,2,122,28,143,151,2,173,1,192,201,2,other
14,10,32,46,727,63,75,4,93,101,4,124,46,143,153,1,173,1,192,201,1,other
12,24,32,40,1246,61,72,4,93,101,2,121,23,142,152,1,172,1,191,201,2,young
14,12,34,43,2331,65,75,1,93,102,4,121,49,143,152,1,173,1,192,201,1,other
14,36,33,43,4463,61,73,4,93,101,2,123,26,143,152,2,174,1,192,201,2,other
14,12,32,43,776,61,73,4,94,101,2,121,28,143,152,1,173,1,191,201,1,other
11,30,32,42,2406,61,74,4,92,101,4,121,23,143,151,1,173,1,191,201,2,young
12,18,32,46,1239,65,73,4,93,101,4,124,61,143,153,1,173,1,191,201,1,other
13,12,32,43,3399,65,75,2,93,101,3,123,37,143,152,1,174,1,191,201,1,other
13,12,33,40,2247,61,73,2,92,101,2,123,36,142,152,2,173,1,192,201,1,other
14,6,32,42,1766,61,73,1,94,101,2,122,21,143,151,1,173,1,191,201,1,young
11,18,32,42,2473,61,71,4,93,101,1,123,25,143,152,1,171,1,191,201,2,young
14,12,32,49,1542,61,74,2,93,101,4,123,36,143,152,1,173,1,192,201,1,other
14,18,34,41,3850,61,74,3,93,101,1,123,27,143,152,2,173,1,191,201,1,other
11,18,32,42,3650,61,72,1,92,101,4,123,22,143,151,1,173,1,191,201,1,young
11,36,32,42,3446,61,75,4,93,101,2,123,42,143,152,1,173,2,191,201,2,other
12,18,32,42,3001,61,74,2,92,101,4,121,40,143,151,1,173,1,191,201,1,other
14,36,32,40,3079,65,73,4,93,101,4,121,36,143,152,1,173,1,191,201,1,other
14,18,34,43,6070,61,75,3,93,101,4,123,33,143,152,2,173,1,192,201,1,other
14,10,34,42,2146,61,72,1,92,101,3,121,23,143,151,2,173,1,191,201,1,young
14,60,34,40,13756,65,75,2,93,101,4,124,63,141,153,1,174,1,192,201,1,other
12,60,31,410,14782,62,75,3,92,101,4,124,60,141,153,2,174,1,192,201,2,other
11,48,31,49,7685,61,74,2,92,103,4,123,37,143,151,1,173,1,191,201,2,other
14,18,33,43,2320,61,71,2,94,101,3,121,34,143,152,2,173,1,191,201,1,other
14,7,33,43,846,65,75,3,93,101,4,124,36,143,153,1,173,1,191,201,1,other
12,36,32,40,14318,61,75,4,93,101,2,124,57,143,153,1,174,1,192,201,2,other
14,6,34,40,362,62,73,4,92,101,4,123,52,143,152,2,172,1,191,201,1,other
11,20,32,42,2212,65,74,4,93,101,4,123,39,143,152,1,173,1,192,201,1,other
12,18,32,41,12976,61,71,3,92,101,4,124,38,143,153,1,174,1,192,201,2,other
14,22,32,40,1283,65,74,4,92,101,4,122,25,143,151,1,173,1,191,201,1,young
13,12,32,40,1330,61,72,4,93,101,1,121,26,143,152,1,173,1,191,201,1,other
14,30,33,49,4272,62,73,2,93,101,2,122,26,143,152,2,172,1,191,201,1,other
14,18,34,43,2238,61,73,2,92,101,1,123,25,143,152,2,173,1,191,201,1,young
14,18,32,43,1126,65,72,4,92,101,2,121,21,143,151,1,173,1,192,201,1,young
12,18,34,42,7374,61,71,4,93,101,4,122,40,142,152,2,174,1,192,201,1,other
12,15,34,49,2326,63,73,2,93,101,4,123,27,141,152,1,173,1,191,201,1,other
14,9,32,49,1449,61,74,3,92,101,2,123,27,143,152,2,173,1,191,201,1,other
14,18,32,40,1820,61,73,2,94,101,2,122,30,143,152,1,174,1,192,201,1,other
12,12,32,42,983,64,72,1,92,101,4,121,19,143,151,1,172,1,191,201,1,young
11,36,32,40,3249,61,74,2,93,101,4,124,39,141,153,1,174,2,192,201,1,other
11,6,34,43,1957,61,74,1,92,101,4,123,31,143,152,1,173,1,191,201,1,other
14,9,34,42,2406,61,71,2,93,101,3,123,31,143,152,1,174,1,191,201,1,other
12,39,33,46,11760,62,74,2,93,101,3,124,32,143,151,1,173,1,192,201,1,other
11,12,32,42,2578,61,71,3,92,101,4,124,55,143,153,1,174,1,191,201,1,other
11,36,34,42,2348,61,73,3,94,101,2,122,46,143,152,2,173,1,192,201,1,other
12,12,32,40,1223,61,75,1,91,101,1,121,46,143,151,2,173,1,191,201,2,other
14,24,34,43,1516,64,73,4,92,101,1,121,43,143,152,2,172,1,191,201,1,other
14,18,32,43,1473,61,72,3,94,101,4,121,39,143,152,1,173,1,192,201,1,other
12,18,34,49,1887,65,73,4,94,101,4,121,28,141,152,2,173,1,191,201,1,other
14,24,33,49,8648,61,72,2,93,101,2,123,27,141,152,2,173,1,192,201,2,other
14,14,33,40,802,61,73,4,93,101,2,123,27,143,152,2,172,1,191,201,1,other
12,18,33,40,2899,65,75,4,93,101,4,123,43,143,152,1,173,2,191,201,1,other
12,24,32,43,2039,61,72,1,94,101,1,122,22,143,152,1,173,1,192,201,2,young
14,24,34,41,2197,65,74,4,93,101,4,123,43,143,152,2,173,2,192,201,1,other
11,15,32,43,1053,61,72,4,94,101,2,121,27,143,152,1,173,1,191,202,1,other
14,24,32,43,3235,63,75,3,91,101,2,123,26,143,152,1,174,1,192,201,1,other
13,12,34,40,939,63,74,4,94,101,2,121,28,143,152,3,173,1,192,201,2,other
12,24,32,43,1967,61,75,4,92,101,4,123,20,143,152,1,173,1,192,201,1,young
14,33,34,41,7253,61,74,3,93,101,2,123,35,143,152,2,174,1,192,201,1,other
14,12,34,49,2292,61,71,4,93,101,2,123,42,142,152,2,174,1,192,201,2,other
14,10,32,40,1597,63,73,3,93,101,2,124,40,143,151,1,172,2,191,202,1,other
11,24,32,40,1381,65,73,4,92,101,2,122,35,143,152,1,173,1,191,201,2,other
14,36,34,41,5842,61,75,2,93,101,2,122,35,143,152,2,173,2,192,201,1,other
11,12,32,40,2579,61,72,4,93,101,1,121,33,143,152,1,172,2,191,201,2,other
11,18,33,46,8471,65,73,1,92,101,2,123,23,143,151,2,173,1,192,201,1,young
14,21,32,40,2782,63,74,1,92,101,2,123,31,141,152,1,174,1,191,201,1,other
12,18,32,40,1042,65,73,4,92,101,2,122,33,143,152,1,173,1,191,201,2,other
14,15,32,40,3186,64,74,2,92,101,3,123,20,143,151,1,173,1,191,201,1,young
12,12,32,41,2028,65,73,4,93,101,2,123,30,143,152,1,173,1,191,201,1,other
12,12,34,40,958,61,74,2,93,101,3,121,47,143,152,2,172,2,191,201,1,other
14,21,33,42,1591,62,74,4,93,101,3,121,34,143,152,2,174,1,191,201,1,other
12,12,32,42,2762,65,75,1,92,101,2,122,25,141,152,1,173,1,192,201,2,young
12,18,32,41,2779,61,73,1,94,101,3,123,21,143,151,1,173,1,192,201,1,young
14,28,34,43,2743,61,75,4,93,101,2,123,29,143,152,2,173,1,191,201,1,other
14,18,34,43,1149,64,73,4,93,101,3,121,46,143,152,2,173,1,191,201,1,other
14,9,32,42,1313,61,75,1,93,101,4,123,20,143,152,1,173,1,191,201,1,young
11,18,34,45,1190,61,71,2,92,101,4,124,55,143,153,3,171,2,191,201,2,other
14,5,32,49,3448,61,74,1,93,101,4,121,74,143,152,1,172,1,191,201,1,other
12,24,32,410,11328,61,73,2,93,102,3,123,29,141,152,2,174,1,192,201,2,other
11,6,34,42,1872,61,71,4,93,101,4,124,36,143,153,3,174,1,192,201,1,other
14,24,34,45,2058,61,73,4,91,101,2,121,33,143,152,2,173,1,192,201,1,other
11,9,32,42,2136,61,73,3,93,101,2,121,25,143,152,1,173,1,191,201,1,young
12,12,32,43,1484,65,73,2,94,101,1,121,25,143,152,1,173,1,192,201,2,young
14,6,32,45,660,63,74,2,94,101,4,121,23,143,151,1,172,1,191,201,1,young
14,24,34,40,1287,64,75,4,92,101,4,121,37,143,152,2,173,1,192,201,1,other
11,42,34,45,3394,61,71,4,93,102,4,123,65,143,152,2,171,1,191,201,1,other
13,12,31,49,609,61,72,4,92,101,1,121,26,143,152,1,171,1,191,201,2,other
14,12,32,40,1884,61,75,4,93,101,4,123,39,143,152,1,174,1,192,201,1,other
11,12,32,42,1620,61,73,2,92,102,3,122,30,143,152,1,173,1,191,201,1,other
12,20,33,410,2629,61,73,2,93,101,3,123,29,141,152,2,173,1,192,201,1,other
14,12,32,46,719,61,75,4,93,101,4,123,41,141,152,1,172,2,191,201,2,other
12,48,34,42,5096,61,73,2,92,101,3,123,30,143,152,1,174,1,192,201,2,other
14,9,34,46,1244,65,75,4,92,101,4,122,41,143,151,2,172,1,191,201,1,other
11,36,32,40,1842,61,72,4,92,101,4,123,34,143,152,1,173,1,192,201,2,other
12,7,32,43,2576,61,73,2,93,103,2,121,35,143,152,1,173,1,191,201,1,other
13,12,32,42,1424,65,75,3,92,101,4,121,55,143,152,1,174,1,192,201,1,other
12,15,33,45,1512,64,73,3,94,101,3,122,61,142,152,2,173,1,191,201,2,other
14,36,34,41,11054,65,73,4,93,101,2,123,30,143,152,1,174,1,192,201,1,other
14,6,32,43,518,61,73,3,92,101,1,121,29,143,152,1,173,1,191,201,1,other
14,12,30,42,2759,61,75,2,93,101,4,122,34,143,152,2,173,1,191,201,1,other
14,24,32,41,2670,61,75,4,93,101,4,123,35,143,152,1,174,1,192,201,1,other
11,24,32,40,4817,61,74,2,93,102,3,122,31,143,152,1,173,1,192,201,2,other
14,24,32,41,2679,61,72,4,92,101,1,124,29,143,152,1,174,1,192,201,1,other
11,11,34,40,3905,61,73,2,93,101,2,121,36,143,151,2,173,2,191,201,1,other
11,12,32,41,3386,61,75,3,93,101,4,124,35,143,153,1,173,1,192,201,2,other
11,6,32,44,343,61,72,4,92,101,1,121,27,143,152,1,173,1,191,201,1,other
14,18,32,43,4594,61,72,3,93,101,2,123,32,143,152,1,173,1,192,201,1,other
11,36,32,42,3620,61,73,1,93,103,2,122,37,143,152,1,173,2,191,201,1,other
11,15,32,40,1721,61,72,2,93,101,3,121,36,143,152,1,173,1,191,201,1,other
12,12,32,42,3017,61,72,3,92,101,1,121,34,143,151,1,174,1,191,201,1,other
12,12,32,48,754,65,75,4,93,101,4,122,38,143,152,2,173,1,191,201,1,other
14,18,32,49,1950,61,74,4,93,101,1,123,34,142,152,2,173,1,192,201,1,other
11,24,32,41,2924,61,73,3,93,103,4,124,63,141,152,1,173,2,192,201,1,other
11,24,33,43,1659,61,72,4,92,101,2,123,29,143,151,1,172,1,192,201,2,other
14,48,33,43,7238,65,75,3,93,101,3,123,32,141,152,2,173,2,191,201,1,other
14,33,33,49,2764,61,73,2,92,101,2,123,26,143,152,2,173,1,192,201,1,other
14,24,33,41,4679,61,74,3,93,101,3,123,35,143,152,2,172,1,192,201,1,other
12,24,32,43,3092,62,72,3,94,101,2,123,22,143,151,1,173,1,192,201,2,young
11,6,32,46,448,61,72,4,92,101,4,122,23,143,152,1,173,1,191,201,2,young
11,9,32,40,654,61,73,4,93,101,3,123,28,143,152,1,172,1,191,201,2,other
14,6,32,48,1238,65,71,4,93,101,4,122,36,143,152,1,174,2,192,201,1,other
12,18,34,43,1245,61,73,4,94,101,2,123,33,143,152,1,173,1,191,201,2,other
11,18,30,42,3114,61,72,1,92,101,4,122,26,143,151,1,173,1,191,201,2,other
14,39,32,41,2569,63,73,4,93,101,4,123,24,143,152,1,173,1,191,201,1,young
13,24,32,43,5152,61,74,4,93,101,2,123,25,141,152,1,173,1,191,201,1,young
12,12,32,49,1037,62,74,3,93,101,4,121,39,143,152,1,172,1,191,201,1,other
11,15,34,42,1478,61,75,4,93,101,4,123,44,143,152,2,173,2,192,201,1,other
12,12,34,43,3573,61,73,1,92,101,1,121,23,143,152,1,172,1,191,201,1,young
12,24,32,40,1201,61,72,4,93,101,1,122,26,143,152,1,173,1,191,201,1,other
11,30,32,42,3622,64,75,4,92,101,4,122,57,143,151,2,173,1,192,201,1,other
14,15,33,42,960,64,74,3,92,101,2,122,30,143,152,2,173,1,191,201,1,other
14,12,34,40,1163,63,73,4,93,101,4,121,44,143,152,1,173,1,192,201,1,other
12,6,33,40,1209,61,71,4,93,101,4,122,47,143,152,1,174,1,192,201,2,other
14,12,32,43,3077,61,73,2,93,101,4,123,52,143,152,1,173,1,192,201,1,other
14,24,32,40,3757,61,75,4,92,102,4,124,62,143,153,1,173,1,192,201,1,other
14,10,32,40,1418,62,73,3,93,101,2,121,35,143,151,1,172,1,191,202,1,other
14,6,32,40,3518,61,73,2,93,103,3,122,26,143,151,1,173,1,191,201,1,other
14,12,34,43,1934,61,75,2,93,101,2,124,26,143,152,2,173,1,191,201,1,other
12,27,30,49,8318,61,75,2,92,101,4,124,42,143,153,2,174,1,192,201,2,other
14,6,34,43,1237,62,73,1,92,101,1,122,27,143,152,2,173,1,191,201,1,other
12,6,32,43,368,65,75,4,93,101,4,122,38,143,152,1,173,1,191,201,1,other
11,12,34,40,2122,61,73,3,93,101,2,121,39,143,151,2,172,2,191,202,1,other
11,24,32,42,2996,65,73,2,94,101,4,123,20,143,152,1,173,1,191,201,2,young
12,36,32,42,9034,62,72,4,93,102,1,124,29,143,151,1,174,1,192,201,2,other
14,24,34,42,1585,61,74,4,93,101,3,122,40,143,152,2,173,1,191,201,1,other
12,18,32,43,1301,61,75,4,94,103,2,121,32,143,152,1,172,1,191,201,1,other
13,6,34,40,1323,62,75,2,91,101,4,123,28,143,152,2,173,2,192,201,1,other
11,24,32,40,3123,61,72,4,92,101,1,122,27,143,152,1,173,1,191,201,2,other
11,36,32,41,5493,61,75,2,93,101,4,124,42,143,153,1,173,2,191,201,1,other
13,9,32,43,1126,62,75,2,91,101,4,121,49,143,152,1,173,1,191,201,1,other
12,24,34,43,1216,62,72,4,93,101,4,124,38,141,152,2,173,2,191,201,2,other
11,24,32,40,1207,61,72,4,92,101,4,122,24,143,151,1,173,1,191,201,2,young
14,10,32,40,1309,65,73,4,93,103,4,122,27,143,152,1,172,1,191,201,2,other
13,15,34,41,2360,63,73,2,93,101,2,123,36,143,152,1,173,1,192,201,1,other
12,15,31,40,6850,62,71,1,93,101,2,122,34,143,152,1,174,2,192,201,2,other
14,24,32,43,1413,61,73,4,94,101,2,122,28,143,152,1,173,1,191,201,1,other
14,39,32,41,8588,62,75,4,93,101,2,123,45,143,152,1,174,1,192,201,1,other
11,12,32,40,759,61,74,4,93,101,2,121,26,143,152,1,173,1,191,201,2,other
14,36,32,41,4686,61,73,2,93,101,2,124,32,143,153,1,174,1,192,201,1,other
13,15,32,49,2687,61,74,2,93,101,4,122,26,143,151,1,173,1,192,201,1,other
12,12,33,43,585,61,73,4,94,102,4,121,20,143,151,2,173,1,191,201,1,young
14,24,32,40,2255,65,72,4,93,101,1,122,54,143,152,1,173,1,191,201,1,other
11,6,34,40,609,61,74,4,92,101,3,122,37,143,152,2,173,1,191,202,1,other
11,6,34,40,1361,61,72,2,93,101,4,121,40,143,152,1,172,2,191,202,1,other
14,36,34,42,7127,61,72,2,92,101,4,122,23,143,151,2,173,1,192,201,2,young
11,6,32,40,1203,62,75,3,93,101,2,122,43,143,152,1,173,1,192,201,1,other
14,6,34,43,700,65,75,4,93,101,4,124,36,143,153,2,173,1,191,201,1,other
14,24,34,45,5507,61,75,3,93,101,4,124,44,143,153,2,173,1,191,201,1,other
11,18,32,43,3190,61,73,2,92,101,2,121,24,143,152,1,173,1,191,201,2,young
11,48,30,42,7119,61,73,3,93,101,4,124,53,143,153,2,173,2,191,201,2,other
14,24,32,41,3488,62,74,3,92,101,4,123,23,143,152,1,173,1,191,201,1,young
12,18,32,43,1113,61,73,4,92,103,4,121,26,143,152,1,172,2,191,201,1,other
12,26,32,41,7966,61,72,2,93,101,3,123,30,143,152,2,173,1,191,201,1,other
14,15,34,46,1532,62,73,4,92,101,3,123,31,143,152,1,173,1,191,201,1,other
14,4,34,43,1503,61,74,2,93,101,1,121,42,143,152,2,172,2,191,201,1,other
11,36,32,43,2302,61,73,4,91,101,4,123,31,143,151,1,173,1,191,201,2,other
11,6,32,40,662,61,72,3,93,101,4,121,41,143,152,1,172,2,192,201,1,other
12,36,32,46,2273,61,74,3,93,101,1,123,32,143,152,2,173,2,191,201,1,other
12,15,32,40,2631,62,73,2,92,101,4,123,28,143,151,2,173,1,192,201,2,other
14,12,33,41,1503,61,73,4,94,101,4,121,41,143,151,1,173,1,191,201,1,other
14,24,32,43,1311,62,74,4,94,101,3,122,26,143,152,1,173,1,192,201,1,other
14,24,32,43,3105,65,72,4,93,101,2,123,25,143,152,2,173,1,191,201,1,young
13,21,34,46,2319,61,72,2,91,101,1,123,33,143,151,1,173,1,191,201,2,other
11,6,32,40,1374,65,71,4,92,101,3,122,75,143,152,1,174,1,192,201,1,other
12,18,34,42,3612,61,75,3,92,101,4,122,37,143,152,1,173,1,192,201,1,other
11,48,32,40,7763,61,75,4,93,101,4,124,42,141,153,1,174,1,191,201,2,other
13,18,32,42,3049,61,72,1,92,101,1,122,45,142,152,1,172,1,191,201,1,other
12,12,32,43,1534,61,72,1,94,101,1,121,23,143,151,1,173,1,191,201,2,young
14,24,33,40,2032,61,75,4,93,101,4,124,60,143,153,2,173,1,192,201,1,other
11,30,32,42,6350,65,75,4,93,101,4,122,31,143,152,1,173,1,191,201,2,other
13,18,32,42,2864,61,73,2,93,101,1,121,34,143,152,1,172,2,191,201,2,other
14,12,34,40,1255,61,75,4,93,101,4,121,61,143,152,2,172,1,191,201,1,other
11,24,33,40,1333,61,71,4,93,101,2,121,43,143,153,2,173,2,191,201,2,other
14,24,34,40,2022,61,73,4,92,101,4,123,37,143,152,1,173,1,192,201,1,other
14,24,32,43,1552,61,74,3,93,101,1,123,32,141,152,1,173,2,191,201,1,other
11,12,31,43,626,61,73,4,92,101,4,121,24,141,152,1,172,1,191,201,2,young
14,48,34,41,8858,65,74,2,93,101,1,124,35,143,153,2,173,1,192,201,1,other
14,12,34,45,996,65,74,4,92,101,4,121,23,143,152,2,173,1,191,201,1,young
14,6,31,43,1750,63,75,2,93,101,4,122,45,141,152,1,172,2,191,201,1,other
11,48,32,43,6999,61,74,1,94,103,1,121,34,143,152,2,173,1,192,201,2,other
12,12,34,40,1995,62,72,4,93,101,1,123,27,143,152,1,173,1,191,201,1,other
12,9,32,46,1199,61,74,4,92,101,4,122,67,143,152,2,174,1,192,201,1,other
12,12,32,43,1331,61,72,2,93,101,1,123,22,142,152,1,173,1,191,201,2,young
12,18,30,40,2278,62,72,3,92,101,3,123,28,143,152,2,173,1,191,201,2,other
14,21,30,40,5003,65,73,1,92,101,4,122,29,141,152,2,173,1,192,201,2,other
11,24,31,42,3552,61,74,3,93,101,4,123,27,141,152,1,173,1,191,201,2,other
12,18,34,42,1928,61,72,2,93,101,2,121,31,143,152,2,172,1,191,201,2,other
11,24,32,41,2964,65,75,4,93,101,4,124,49,141,153,1,173,2,192,201,1,other
11,24,31,43,1546,61,74,4,93,103,4,123,24,141,151,1,172,1,191,201,2,young
13,6,33,43,683,61,72,2,92,101,1,122,29,141,152,1,173,1,191,201,1,other
12,36,32,40,12389,65,73,1,93,101,4,124,37,143,153,1,173,1,192,201,2,other
12,24,33,49,4712,65,73,4,93,101,2,122,37,141,152,2,174,1,192,201,1,other
12,24,33,43,1553,62,74,3,92,101,2,122,23,143,151,2,173,1,192,201,1,young
11,12,32,40,1372,61,74,2,91,101,3,123,36,143,152,1,173,1,191,201,2,other
14,24,34,43,2578,64,75,2,93,101,2,123,34,143,152,1,173,1,191,201,1,other
12,48,32,43,3979,65,74,4,93,101,1,123,41,143,152,2,173,2,192,201,1,other
11,48,32,43,6758,61,73,3,92,101,2,123,31,143,152,1,173,1,192,201,2,other
11,24,32,42,3234,61,72,4,92,101,4,121,23,143,151,1,172,1,192,201,2,young
14,30,34,43,5954,61,74,3,93,102,2,123,38,143,152,1,173,1,191,201,1,other
14,24,32,41,5433,65,71,2,92,101,4,122,26,143,151,1,174,1,192,201,1,other
11,15,32,49,806,61,73,4,92,101,4,122,22,143,152,1,172,1,191,201,1,young
12,9,32,43,1082,61,75,4,93,101,4,123,27,143,152,2,172,1,191,201,1,other
14,15,34,42,2788,61,74,2,92,102,3,123,24,141,152,2,173,1,191,201,1,young
12,12,32,43,2930,61,74,2,92,101,1,121,27,143,152,1,173,1,191,201,1,other
14,24,34,46,1927,65,73,3,92,101,2,123,33,143,152,2,173,1,192,201,1,other
12,36,34,40,2820,61,72,4,91,101,4,123,27,143,152,2,173,1,191,201,2,other
14,24,32,48,937,61,72,4,94,101,3,123,27,143,152,2,172,1,191,201,1,other
12,18,34,40,1056,61,75,3,93,103,3,121,30,141,152,2,173,1,191,201,2,other
12,12,34,40,3124,61,72,1,93,101,3,121,49,141,152,2,172,2,191,201,1,other
14,9,32,42,1388,61,73,4,92,101,2,121,26,143,151,1,173,1,191,201,1,other
12,36,32,45,2384,61,72,4,93,101,1,124,33,143,151,1,172,1,191,201,2,other
14,12,32,40,2133,65,75,4,92,101,4,124,52,143,153,1,174,1,192,201,1,other
11,18,32,42,2039,61,73,1,92,101,4,121,20,141,151,1,173,1,191,201,2,young
11,9,34,40,2799,61,73,2,93,101,2,121,36,143,151,2,173,2,191,201,1,other
11,12,32,42,1289,61,73,4,93,103,1,122,21,143,152,1,172,1,191,201,1,young
11,18,32,44,1217,61,73,4,94,101,3,121,47,143,152,1,172,1,192,201,2,other
11,12,34,42,2246,61,75,3,93,101,3,122,60,143,152,2,173,1,191,201,2,other
11,12,34,43,385,61,74,4,92,101,3,121,58,143,152,4,172,1,192,201,1,other
12,24,33,40,1965,65,73,4,92,101,4,123,42,143,151,2,173,1,192,201,1,other
14,21,32,49,1572,64,75,4,92,101,4,121,36,141,152,1,172,1,191,201,1,other
12,24,32,40,2718,61,73,3,92,101,4,122,20,143,151,1,172,1,192,201,2,young
11,24,31,410,1358,65,75,4,93,101,3,123,40,142,152,1,174,1,192,201,2,other
12,6,31,40,931,62,72,1,92,101,1,122,32,142,152,1,172,1,191,201,2,other
11,24,32,40,1442,61,74,4,92,101,4,123,23,143,151,2,173,1,191,201,2,young
12,24,30,49,4241,61,73,1,93,101,4,121,36,143,152,3,172,1,192,201,2,other
14,18,34,40,2775,61,74,2,93,101,2,122,31,141,152,2,173,1,191,201,2,other
14,24,33,49,3863,61,73,1,93,101,2,124,32,143,153,1,173,1,191,201,1,other
12,7,32,43,2329,61,72,1,92,103,1,121,45,143,152,1,173,1,191,201,1,other
12,9,32,42,918,61,73,4,92,101,1,122,30,143,152,1,173,1,191,201,2,other
12,24,31,46,1837,61,74,4,92,101,4,124,34,141,153,1,172,1,191,201,2,other
14,36,32,42,3349,61,73,4,92,101,2,123,28,143,152,1,174,1,192,201,2,other
13,10,32,42,1275,61,72,4,92,101,2,122,23,143,152,1,173,1,191,201,1,young
11,24,31,42,2828,63,73,4,93,101,4,121,22,142,152,1,173,1,192,201,1,young
14,24,34,49,4526,61,73,3,93,101,2,121,74,143,152,1,174,1,192,201,1,other
12,36,32,43,2671,62,73,4,92,102,4,124,50,143,153,1,173,1,191,201,2,other
14,18,32,43,2051,61,72,4,93,101,1,121,33,143,152,1,173,1,191,201,1,other
14,15,32,41,1300,65,75,4,93,101,4,124,45,141,153,1,173,2,191,201,1,other
11,12,32,44,741,62,71,4,92,101,3,122,22,143,152,1,173,1,191,201,2,young
13,10,32,40,1240,62,75,1,92,101,4,124,48,143,153,1,172,2,191,201,2,other
11,21,32,43,3357,64,72,4,92,101,2,123,29,141,152,1,173,1,191,201,1,other
