ID,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
1031.0,31.0, Private,93106.0, Assoc-voc,11.0, Never-married, Adm-clerical,, White, Female,0.0,0.0,40.0, United-States, <=50K
1032.0,20.0,,223515.0, Assoc-acdm,12.0, Never-married, Other-service,, White, Male,,1719.0,20.0, United-States,
1033.0,27.0, Private,,,10.0, Never-married,, Not-in-family, White,,,0.0,40.0, United-States,
,32.0,,206365.0, HS-grad,9.0,, Other-service,, Black,,0.0,,40.0, United-States, <=50K
,76.0, ?,431192.0,,4.0, Widowed,, Not-in-family, White, Male,0.0,,2.0, United-States, <=50K
1036.0,19.0,,241616.0, HS-grad,9.0, Never-married,, Unmarried, White, Male,0.0,,40.0, United-States,
1037.0,66.0, Self-emp-inc,150726.0,,5.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,1409.0,0.0,1.0, ?, <=50K
1038.0,37.0, Private,123785.0,,,, Other-service, Not-in-family, White,,0.0,0.0,75.0, United-States,
,34.0, Private,, HS-grad,9.0,,, Unmarried, Black,,0.0,,30.0, United-States, <=50K
1040.0,34.0, ?,164309.0, 11th,, Married-civ-spouse, ?,, White, Female,,,8.0, United-States,
1041.0,90.0,,137018.0, HS-grad,9.0, Never-married,, Not-in-family, White, Female,,,40.0, United-States,
1042.0,23.0, Private,137994.0,,10.0, Never-married,, Own-child, Black,,0.0,0.0,40.0, United-States,
1043.0,43.0, Private,341204.0, Some-college,,,, Not-in-family, White,,0.0,0.0,40.0, United-States, <=50K
,, Private,, Bachelors,13.0, Married-civ-spouse,, Husband,, Male,7688.0,,60.0, United-States, >50K
,24.0, Private,34446.0, Some-college,, Never-married,,, White,,0.0,,37.0, United-States, <=50K
,28.0,,187160.0, Prof-school,15.0,,, Unmarried, White, Male,,,55.0, United-States,
1047.0,64.0, ?,196288.0,,12.0, Never-married,,,,,0.0,0.0,20.0, United-States, <=50K
,23.0, Private,,,10.0, Married-civ-spouse, Other-service,, White, Male,,0.0,40.0, United-States, <=50K
1049.0,20.0,,74631.0,,10.0, Never-married, Sales, Not-in-family, White,,0.0,0.0,50.0, United-States, <=50K
1050.0,36.0, Private,156667.0,,13.0,,, Husband, White, Male,0.0,,50.0, United-States, >50K
1051.0,61.0, Private,125155.0,,9.0, Married-civ-spouse,,, White,,0.0,0.0,40.0, United-States,
,53.0, Self-emp-not-inc,263925.0, Bachelors,13.0, Married-civ-spouse,, Husband, White,,0.0,0.0,40.0, Canada, >50K
1053.0,30.0, Private,296453.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298.0,0.0,40.0, United-States,
1054.0,52.0,,, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,,0.0,55.0, United-States, >50K
1055.0,38.0, Private,, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White,,0.0,0.0,40.0, Iran, <=50K
,32.0, Private,87643.0,,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,,40.0, United-States, <=50K
1057.0,30.0,,106742.0, 12th,8.0, Married-civ-spouse, Transport-moving, Husband, White, Male,,0.0,75.0, United-States, <=50K
,41.0, Private,302122.0, Assoc-voc,11.0, Divorced,, Not-in-family,, Female,,,40.0, United-States,
1059.0,49.0,,193960.0, Masters,14.0, Married-civ-spouse,,, White,,0.0,1902.0,40.0, United-States, >50K
1060.0,, Private,185385.0, HS-grad,9.0,, Craft-repair, Husband, White,,,0.0,47.0, United-States,
,43.0, Self-emp-not-inc,, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White,,0.0,,35.0, United-States, <=50K
1062.0,61.0,,128848.0, HS-grad,9.0, Married-civ-spouse,,, White,,3471.0,0.0,40.0, United-States,
1063.0,54.0, Private,377701.0, HS-grad,9.0, Married-civ-spouse, Other-service,, White, Male,0.0,0.0,32.0, Mexico, <=50K
1064.0,34.0, Private,157886.0,,12.0, Separated, Other-service,, White, Female,0.0,0.0,40.0, United-States, <=50K
1065.0,49.0, Private,175958.0, Some-college,, Married-civ-spouse, Sales, Husband, White, Male,0.0,,80.0, United-States, >50K
1066.0,38.0,,223004.0, Some-college,10.0, Never-married, Other-service, Own-child, White,,0.0,0.0,40.0, United-States,
1067.0,35.0, Private,199352.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1977.0,80.0, United-States, >50K
1068.0,36.0,,29984.0, 12th,8.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,,40.0, United-States,
1069.0,30.0, Private,181651.0,,13.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,, United-States, <=50K
1070.0,36.0,,,,12.0, Divorced, Tech-support, Not-in-family, White,,0.0,0.0,60.0, United-States,
1071.0,22.0,,34029.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,,20.0, United-States,
1072.0,38.0, Private,132879.0, HS-grad,, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1902.0,40.0, United-States,
1073.0,37.0, Private,215310.0,,9.0, Married-civ-spouse,, Husband, White,,0.0,0.0,, United-States, >50K
,48.0, State-gov,, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,,46.0, United-States, >50K
1075.0,17.0,,220384.0, 11th,7.0,, Adm-clerical, Own-child, White,,0.0,,15.0, United-States, <=50K
1076.0,19.0, Self-emp-not-inc,36012.0, Some-college,, Never-married,, Own-child, White,,0.0,,20.0, United-States,
,27.0, Private,137645.0, Bachelors,13.0, Never-married,,, Black, Female,0.0,1590.0,40.0, United-States, <=50K
1078.0,22.0, Private,, Bachelors,, Never-married, Sales,,,,,,50.0, Taiwan, <=50K
1079.0,49.0, Private,, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White,,,0.0,40.0, United-States, <=50K
1080.0,43.0,,227910.0, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Wife, White,,,0.0,40.0, United-States, >50K
1081.0,43.0, Private,173728.0, Bachelors,13.0, Separated,, Unmarried, White,,0.0,,40.0, United-States, <=50K
1082.0,19.0,,167816.0, HS-grad,9.0,,, Not-in-family, White, Female,0.0,,35.0, United-States,
1083.0,58.0,,81642.0, HS-grad,9.0,, Farming-fishing,, White, Male,,,60.0, United-States, <=50K
,41.0, Local-gov,195258.0,,10.0, Married-civ-spouse, Protective-serv, Husband, White,,0.0,0.0,40.0, United-States,
1085.0,31.0, Private,232475.0, Some-college,10.0,, Adm-clerical,, White, Male,,0.0,40.0, United-States, <=50K
1086.0,30.0,,, Assoc-voc,11.0, Married-civ-spouse, Transport-moving, Husband, White, Male,,0.0,40.0, United-States,
1087.0,,,, HS-grad,9.0,,, Husband, White, Male,0.0,,40.0, United-States, <=50K
,29.0,,201954.0, Bachelors,, Never-married,,, White, Male,,,35.0, United-States,
,42.0, Private,150533.0,,10.0,, Exec-managerial,, White, Male,7298.0,,52.0, United-States, >50K
1090.0,38.0,,412296.0, HS-grad,, Divorced, Craft-repair, Own-child, White, Male,0.0,,28.0, United-States, <=50K
1091.0,41.0, Federal-gov,, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,
,44.0, Self-emp-not-inc,120539.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White,,0.0,,50.0, United-States, >50K
1093.0,31.0,,196025.0, Doctorate,16.0,, Prof-specialty,, Asian-Pac-Islander,,0.0,0.0,60.0, China, <=50K
1094.0,34.0,,107793.0, HS-grad,9.0, Divorced,,, White,,0.0,0.0,40.0, United-States, <=50K
1095.0,, Private,,,10.0,, Adm-clerical,, White, Male,0.0,,40.0, United-States, <=50K
1096.0,22.0,,361280.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander,,0.0,0.0,20.0, India,
1097.0,62.0, Private,92178.0, 10th,, Married-civ-spouse, Machine-op-inspct,,,,0.0,,40.0, United-States,
1098.0,19.0, ?,80710.0,,9.0, Never-married,, Own-child, White,,,,40.0, United-States, <=50K
,29.0,,, HS-grad,9.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,1977.0,25.0, United-States,
,43.0, Private,182254.0, Some-college,10.0, Divorced,,, White, Female,0.0,,40.0, United-States,
,68.0, ?,140282.0,,4.0, Married-civ-spouse, ?, Husband, White,,,0.0,8.0, United-States, <=50K
1102.0,45.0, Self-emp-inc,,,13.0, Married-civ-spouse, Machine-op-inspct,, White, Male,0.0,,60.0, United-States, >50K
1103.0,39.0, Self-emp-inc,218184.0, 9th,5.0, Married-civ-spouse,,, White,,,,40.0, Mexico, <=50K
1104.0,41.0,,118619.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,50.0, United-States,
1105.0,34.0,,196791.0, Assoc-acdm,12.0,,, Wife, White, Female,,,25.0, United-States,
1106.0,34.0, Local-gov,,,9.0, Divorced,, Unmarried, White,,,0.0,33.0, United-States, <=50K
1107.0,31.0, Private,51259.0, Bachelors,, Never-married, Prof-specialty, Not-in-family, White,,0.0,,47.0, United-States, <=50K
1108.0,29.0, Private,131088.0, HS-grad,9.0, Never-married, Handlers-cleaners,, White, Male,,0.0,25.0, United-States, <=50K
1109.0,41.0,,118212.0,,,,, Husband, White, Male,3103.0,0.0,40.0, United-States,
1110.0,, Private,, Assoc-voc,11.0, Married-civ-spouse,,,, Male,0.0,0.0,55.0, United-States, <=50K
,35.0, Self-emp-inc,,,14.0, Married-civ-spouse, Sales, Husband, White,,0.0,,45.0, Mexico, >50K
,33.0, Private,35378.0, Bachelors,13.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,45.0, United-States, >50K
1113.0,37.0,,60227.0, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White,,0.0,0.0,38.0, United-States, <=50K
1114.0,69.0, Private,168139.0, HS-grad,9.0, Married-civ-spouse, Sales, Wife, White,,0.0,0.0,40.0, United-States,
1115.0,34.0,,290763.0,,,, Handlers-cleaners, Own-child, White,,0.0,0.0,40.0, United-States, <=50K
1116.0,60.0,,, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,,,70.0, ?,
,,,51100.0,,10.0, Married-civ-spouse,, Husband, White, Male,0.0,,40.0, United-States, <=50K
1118.0,41.0, Private,, HS-grad,9.0, Married-civ-spouse, Transport-moving,, White, Male,,,50.0, United-States,
,58.0, Local-gov,205267.0, Bachelors,13.0, Married-civ-spouse,, Wife, White, Female,,0.0,40.0, United-States,
1120.0,53.0, Private,288020.0,,13.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander,,0.0,0.0,40.0, Japan, <=50K
,29.0,,140863.0, Some-college,10.0,,, Husband, White, Male,,,40.0, United-States,
1122.0,45.0,,170915.0, HS-grad,9.0, Divorced,, Not-in-family, White,,,,40.0, United-States,
1123.0,34.0,,,,10.0, Married-civ-spouse,,, White, Male,0.0,,38.0, United-States, <=50K
1124.0,36.0,,112497.0,,13.0, Married-civ-spouse, Tech-support,, White,,0.0,0.0,40.0, United-States, <=50K
1125.0,48.0, Private,95244.0,,10.0, Divorced,,, Black, Female,0.0,0.0,35.0, United-States, <=50K
1126.0,20.0, Private,,,11.0,,, Own-child, White,,0.0,0.0,40.0, United-States, <=50K
1127.0,35.0, Private,,,9.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,50.0, United-States,
1128.0,63.0, Federal-gov,, HS-grad,9.0,, Handlers-cleaners,, Black,,0.0,0.0,40.0, United-States, <=50K
,41.0, Self-emp-not-inc,154374.0, Some-college,10.0, Divorced,, Unmarried, White, Male,0.0,0.0,45.0, United-States, <=50K
1130.0,28.0,,294936.0, Bachelors,13.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,45.0, United-States,
1131.0,30.0, Private,347132.0, Some-college,10.0, Never-married,, Not-in-family, Black, Female,0.0,,40.0, United-States, <=50K
1132.0,34.0,,181934.0,,9.0, Divorced, ?,, White, Female,,,40.0, United-States, <=50K
1133.0,31.0,,316672.0,,9.0, Never-married, Other-service,, White,,,,40.0, Mexico, <=50K
1134.0,37.0,,,,11.0, Never-married, Adm-clerical, Own-child, White,,0.0,0.0,38.0, United-States,
1135.0,42.0,,184018.0,,10.0, Divorced, ?,, White, Male,0.0,0.0,40.0, United-States,
1136.0,31.0, Private,, Some-college,10.0,,, Husband, White,,,,50.0, Jamaica,
1137.0,46.0,,, Masters,14.0,,,, White, Male,0.0,,45.0, United-States, >50K
,35.0, Federal-gov,250504.0, HS-grad,9.0, Married-civ-spouse,,, Black,,0.0,,60.0, United-States,
1139.0,27.0, Private,138705.0, HS-grad,9.0,,,, White,,0.0,,53.0, United-States, <=50K
1140.0,41.0, Private,, 1st-4th,2.0, Married-civ-spouse,, Husband, White,,0.0,0.0,35.0, Mexico, <=50K
,, Private,, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,,,20.0, United-States, <=50K
1142.0,20.0,,230891.0, Some-college,10.0, Never-married, Sales, Not-in-family, White,,0.0,,45.0, United-States, <=50K
1143.0,59.0,,, HS-grad,9.0,, Sales, Unmarried, White, Female,,0.0,40.0, Germany,
1144.0,40.0, Private,214010.0, Bachelors,,, Other-service, Not-in-family, White, Male,0.0,,37.0, United-States,
1145.0,56.0, Self-emp-not-inc,200235.0, Some-college,10.0,, Sales, Husband, White,,,,60.0, United-States,
,33.0, Private,354573.0, Masters,, Married-civ-spouse,, Husband, White, Male,15024.0,0.0,44.0, United-States, >50K
1147.0,30.0, Self-emp-inc,205733.0, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,,60.0, United-States, <=50K
1148.0,46.0, Private,185041.0, HS-grad,, Married-civ-spouse,, Husband, White, Male,0.0,0.0,50.0, United-States,
1149.0,61.0, Self-emp-inc,84409.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,,,35.0, United-States,
1150.0,50.0, Self-emp-inc,293196.0, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,,,40.0, United-States, >50K
1151.0,25.0,,241626.0, HS-grad,9.0,, Other-service, Own-child, White,,,0.0,30.0, United-States,
1152.0,,,520586.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,,39.0, United-States, <=50K
1153.0,, ?,35633.0, Some-college,10.0, Never-married,, Not-in-family, White,,0.0,0.0,40.0, ?, <=50K
1154.0,51.0, Private,302847.0,,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,54.0, United-States,
,,,,,9.0, Married-civ-spouse,,, White, Male,0.0,,40.0, United-States,
1156.0,34.0, Private,117529.0, Some-college,10.0,,, Husband,, Male,0.0,0.0,54.0, Mexico, <=50K
1157.0,46.0,,,,9.0, Married-civ-spouse, Exec-managerial,, White,,,0.0,45.0, United-States,
,28.0,,, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White,,0.0,,50.0, United-States,
,26.0,,227332.0, Bachelors,13.0, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander,,0.0,,40.0, ?, <=50K
1160.0,20.0,,275691.0,,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,,0.0,28.0, United-States, <=50K
,44.0, Private,193459.0, Assoc-voc,,, Craft-repair, Husband, White,,3411.0,0.0,40.0, United-States,
1162.0,51.0, Private,284329.0,,9.0, Widowed,, Unmarried,, Male,0.0,0.0,40.0, United-States, <=50K
1163.0,, Private,114691.0, Bachelors,13.0, Married-civ-spouse,, Husband, White, Male,0.0,,60.0, United-States,
1164.0,54.0,,96062.0, Assoc-acdm,12.0,,,, White, Male,,,40.0, United-States, >50K
1165.0,50.0, Private,133963.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White,,0.0,,40.0, United-States,
,33.0, Private,178506.0,,9.0, Divorced,, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,
1167.0,65.0, Private,,,13.0, Married-civ-spouse,,, White,,,0.0,20.0, United-States, >50K
1168.0,22.0, ?,131573.0, Some-college,,,,,, Female,0.0,,8.0, United-States, <=50K
,88.0, Self-emp-not-inc,,,15.0,, Prof-specialty, Husband,, Male,0.0,0.0,40.0, United-States,
1170.0,40.0, Private,, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White,,0.0,,40.0, United-States, <=50K
,51.0,,241346.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,,0.0,43.0, United-States, <=50K
1172.0,50.0, Private,157043.0, 11th,, Divorced,, Not-in-family, Black,,0.0,0.0,40.0, United-States,
1173.0,25.0, Private,404616.0, Masters,, Married-civ-spouse,,, White,,0.0,,99.0, United-States,
1174.0,20.0, Private,411862.0,,11.0, Never-married,,, White,,,0.0,30.0, United-States, <=50K
,47.0, Private,183013.0,,9.0,, Other-service, Husband, White,,,,40.0, United-States,
1176.0,58.0,,169982.0, Some-college,10.0, Married-civ-spouse,, Husband, White, Male,0.0,,40.0, United-States,
1177.0,,,, Assoc-voc,, Never-married,, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K
,50.0,,356619.0,,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,,48.0, United-States, >50K
1179.0,47.0, Private,45857.0,,9.0, Never-married, Adm-clerical,, White,,,,40.0, United-States, <=50K
1180.0,24.0, Local-gov,289886.0, 11th,7.0, Never-married, Other-service, Not-in-family, Asian-Pac-Islander,,0.0,,45.0, United-States,
1181.0,50.0,,146015.0, HS-grad,, Married-civ-spouse, ?, Husband, White, Male,0.0,,40.0, United-States,
,40.0,,216237.0, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,,45.0, United-States,
1183.0,36.0, Private,416745.0, Bachelors,13.0,, Prof-specialty,, White,,0.0,,40.0, United-States, <=50K
1184.0,32.0,,202952.0,,, Married-civ-spouse,, Husband, White, Male,,0.0,40.0, United-States, <=50K
1185.0,44.0, Private,, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,0.0,0.0,40.0, United-States,
1186.0,51.0,,165637.0, Masters,, Married-civ-spouse,, Husband, White, Male,0.0,0.0,40.0, United-States,
1187.0,59.0, Federal-gov,43280.0,,10.0, Never-married, Exec-managerial, Own-child,,,0.0,0.0,40.0, United-States, <=50K
1188.0,65.0,,,,9.0, Married-civ-spouse, Craft-repair, Husband, White,,0.0,0.0,30.0, United-States, <=50K
1189.0,24.0, State-gov,191269.0, Bachelors,, Never-married,, Not-in-family, White,,0.0,0.0,65.0, United-States,
,27.0, Local-gov,247507.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,35.0, United-States,
1191.0,51.0, Private,239155.0, Assoc-voc,11.0, Divorced,,, White,,,0.0,40.0, United-States, <=50K
1192.0,48.0,,182862.0,,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,,40.0, United-States,
1193.0,39.0,,33886.0,,9.0,, Transport-moving, Husband, White,,,,60.0, United-States,
1194.0,28.0,,444304.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
1195.0,19.0,,187161.0, Some-college,10.0, Never-married, Other-service,, White, Female,,,25.0, United-States, <=50K
,49.0, Local-gov,116892.0, Bachelors,13.0, Divorced,, Not-in-family, Black,,,0.0,40.0, United-States, <=50K
1197.0,51.0, Local-gov,, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty,, White, Male,0.0,,60.0, United-States, <=50K
1198.0,59.0, Private,151616.0, Masters,14.0,, Prof-specialty,,, Male,0.0,,55.0, United-States, <=50K
1199.0,18.0, Private,240747.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, White, Female,0.0,,40.0, Dominican-Republic, <=50K
,50.0, Private,75472.0, HS-grad,9.0, Married-civ-spouse, Craft-repair,, White,,4386.0,0.0,40.0, ?,
1201.0,45.0, Federal-gov,320818.0, HS-grad,9.0, Married-civ-spouse,,, Black, Male,0.0,,80.0, United-States, >50K
1202.0,30.0,,, Bachelors,13.0,,, Husband, White,,0.0,0.0,50.0, United-States, >50K
,37.0,,166497.0,,13.0,, Craft-repair, Not-in-family,,,0.0,0.0,35.0, United-States, <=50K
,44.0, Private,, Bachelors,13.0, Never-married, Other-service,, White, Male,0.0,,40.0, United-States, >50K
1205.0,33.0,,221196.0, Some-college,10.0,, Craft-repair, Husband, Black, Male,,,40.0, United-States,
1206.0,61.0, Self-emp-inc,, Masters,14.0, Married-civ-spouse, Sales, Husband,, Male,,,40.0, United-States, >50K
,61.0, Local-gov,321117.0,,9.0, Married-civ-spouse,, Husband, White,,,0.0,40.0, United-States,
1208.0,,,79619.0, Bachelors,, Married-civ-spouse, Sales, Husband, White, Male,,0.0,42.0, United-States,
,22.0, ?,42004.0, Some-college,10.0, Never-married, ?, Own-child,,,,0.0,30.0, United-States, <=50K
1210.0,36.0, Private,, HS-grad,9.0, Married-civ-spouse,, Husband, White, Male,,0.0,45.0, United-States, <=50K
,44.0,,320984.0,,10.0,, Sales, Husband, White, Male,,0.0,60.0, United-States,
1212.0,, Private,203070.0, Some-college,10.0, Separated,, Own-child, White, Male,0.0,0.0,62.0, United-States,
1213.0,31.0, Private,32406.0, Some-college,10.0, Divorced, Craft-repair, Unmarried, White,,0.0,0.0,20.0, United-States, <=50K
1214.0,54.0, Private,99185.0, Doctorate,16.0, Married-civ-spouse,, Husband, White,,15024.0,0.0,45.0, United-States,
,,,205839.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,,,16.0, United-States, <=50K
1216.0,63.0, ?,150389.0, Bachelors,13.0, Widowed, ?, Not-in-family,, Female,0.0,,40.0, United-States, >50K
1217.0,48.0,,, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband,,,,,40.0, United-States, >50K
1218.0,33.0, ?,163003.0, HS-grad,9.0, Divorced,, Not-in-family, Asian-Pac-Islander,,,0.0,41.0, China,
,31.0, Private,231263.0, Bachelors,13.0,, Exec-managerial,,, Male,,,45.0, United-States, <=50K
,38.0, Private,200818.0, Prof-school,15.0,,, Husband, White, Male,0.0,,40.0, United-States, >50K
1221.0,45.0, Self-emp-not-inc,247379.0,,9.0,,, Husband, White,,0.0,0.0,40.0, United-States, >50K
1222.0,48.0,,, HS-grad,9.0, Married-civ-spouse, Craft-repair,, White,,0.0,,40.0, United-States, <=50K
1223.0,53.0, Private,, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White,,,,40.0, United-States,
1224.0,55.0, Private,176317.0, HS-grad,9.0, Widowed,, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
,38.0, Private,22245.0,,14.0, Married-civ-spouse, Transport-moving, Husband, White,,0.0,,72.0, ?,
1226.0,,,236436.0, HS-grad,9.0,,,, White, Female,0.0,,40.0, United-States, <=50K
,36.0, Private,354078.0,,13.0, Married-civ-spouse,, Husband, White,,,0.0,60.0, United-States,
,42.0,,166813.0,,10.0, Married-civ-spouse,, Husband, White, Male,0.0,,60.0, United-States, <=50K
,50.0, Private,358740.0,,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,,40.0, England, <=50K
1230.0,75.0, Self-emp-not-inc,, Prof-school,15.0, Married-civ-spouse,, Husband, White, Male,0.0,,35.0, United-States, <=50K
1231.0,46.0,,265266.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty,, White,,0.0,1902.0,40.0, United-States,
1232.0,52.0, Federal-gov,31838.0, HS-grad,9.0, Divorced,, Unmarried, White, Female,,0.0,40.0, United-States,
1233.0,27.0, Private,,,13.0,, Adm-clerical, Not-in-family, White, Female,,0.0,40.0, United-States, <=50K
,43.0, Private,413297.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White,,0.0,,45.0, United-States,
,31.0,,106347.0, 11th,7.0, Separated,,, Black, Female,0.0,,42.0, United-States,
,23.0, Private,174754.0, Some-college,10.0, Never-married, Sales,,, Female,0.0,,30.0, United-States, <=50K
1237.0,34.0,,441454.0, HS-grad,9.0, Never-married,, Not-in-family, White, Female,0.0,0.0,24.0, United-States, <=50K
1238.0,41.0,,, HS-grad,9.0,, Sales, Other-relative, White, Female,,0.0,40.0, Cuba,
,31.0, Private,185732.0, HS-grad,9.0,, Other-service, Own-child, White, Female,0.0,,30.0, United-States, <=50K
,42.0,,65372.0, Some-college,10.0,,,, White, Female,0.0,,40.0, United-States,
1241.0,35.0,,, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States, >50K
,,,326297.0,,9.0,,, Not-in-family,, Female,0.0,0.0,25.0, United-States,
1243.0,36.0, State-gov,194630.0, HS-grad,9.0, Widowed, Exec-managerial,, White, Female,0.0,0.0,40.0, United-States,
,65.0, Self-emp-not-inc,167414.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial,, White,,,0.0,59.0, United-States, >50K
1245.0,38.0,,165799.0, Some-college,10.0, Never-married,,, White,,0.0,0.0,12.0, United-States,
1246.0,, Private,192866.0, Some-college,10.0, Widowed,,, White,,,0.0,20.0, United-States, <=50K
,,,166459.0, Prof-school,, Married-civ-spouse, Prof-specialty,, White,,99999.0,,60.0, United-States,
,49.0, Private,, HS-grad,9.0,,, Not-in-family, White, Male,,,40.0, United-States,
1249.0,,,190040.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical,, White,,,,40.0, United-States,
1250.0,32.0, Private,209432.0,,9.0, Never-married,, Own-child, White, Female,,,40.0, United-States,
1251.0,51.0, Self-emp-inc,, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States,
1252.0,48.0, Self-emp-not-inc,, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White,,0.0,0.0,60.0, United-States, <=50K
1253.0,30.0, Private,283767.0, HS-grad,9.0, Married-civ-spouse,, Husband, White,,,0.0,40.0, ?,
1254.0,52.0, Federal-gov,202452.0, HS-grad,9.0, Divorced,, Not-in-family, White, Female,0.0,0.0,43.0, United-States, <=50K
1255.0,28.0, Self-emp-not-inc,218555.0, Some-college,10.0,,, Not-in-family, White,,0.0,1762.0,40.0, United-States, <=50K
,29.0, Private,128604.0, HS-grad,9.0,,, Husband, Asian-Pac-Islander, Male,0.0,,40.0, United-States, <=50K
1257.0,,,65466.0, Bachelors,13.0, Never-married,, Not-in-family, White, Female,0.0,,50.0, United-States, <=50K
,57.0, Private,141326.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,
,43.0, Federal-gov,369468.0, Bachelors,13.0, Married-civ-spouse,,, White,,0.0,0.0,40.0, United-States, >50K
1260.0,37.0,,, Some-college,10.0, Separated, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
1261.0,30.0,,236770.0,,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,,40.0, United-States, <=50K
1262.0,53.0, Private,,,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,,48.0, United-States,
,69.0, ?,195779.0, Assoc-voc,11.0, Widowed,,, White,,0.0,,1.0, United-States, <=50K
1264.0,73.0,,29778.0, HS-grad,9.0,,, Not-in-family, White,,0.0,,37.0, United-States, <=50K
1265.0,22.0,,153516.0,,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,35.0, United-States,
,31.0,,163594.0, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,45.0, United-States,
1267.0,38.0,,189623.0, Bachelors,13.0, Married-civ-spouse,, Husband, White,,0.0,1887.0,40.0, United-States,
,50.0, Self-emp-not-inc,343748.0,,, Married-civ-spouse, Craft-repair, Husband, White, Male,,0.0,35.0, United-States, <=50K
,37.0,,387430.0,,10.0,, Adm-clerical, Husband, White, Male,,0.0,37.0, United-States,
