age,education,marital-status,relationship,sex,income
32,Some-college,Never-married,Not-in-family,<NULL>,<=50K
20,Some-college,<NULL>,Own-child,Male,<NULL>
70,7th-8th,Married-civ-spouse,<NULL>,<NULL>,<NULL>
57,<NULL>,<NULL>,Husband,<NULL>,>50K
54,Some-college,Married-civ-spouse,Husband,<NULL>,<=50K
34,Assoc-voc,Married-civ-spouse,Husband,<NULL>,<=50K
<NULL>,Some-college,Married-civ-spouse,Husband,<NULL>,>50K
42,<NULL>,Married-civ-spouse,Wife,<NULL>,<=50K
45,<NULL>,Never-married,<NULL>,<NULL>,<=50K
27,Some-college,Never-married,Own-child,<NULL>,<=50K
51,10th,Married-civ-spouse,Husband,Male,<NULL>
<NULL>,Some-college,Divorced,Unmarried,Female,<=50K
33,Some-college,Never-married,Own-child,Male,<=50K
50,Some-college,Never-married,Not-in-family,Male,<NULL>
44,Bachelors,<NULL>,<NULL>,Male,<NULL>
39,Masters,Married-civ-spouse,Husband,<NULL>,>50K
<NULL>,<NULL>,Married-civ-spouse,Husband,Male,<=50K
24,<NULL>,Never-married,Own-child,Female,<NULL>
35,HS-grad,Never-married,Not-in-family,Male,<=50K
32,12th,Married-civ-spouse,Husband,<NULL>,<NULL>
66,Bachelors,Married-civ-spouse,Husband,<NULL>,>50K
68,HS-grad,Widowed,Not-in-family,Female,<=50K
29,<NULL>,Married-civ-spouse,Husband,Male,<NULL>
24,Bachelors,Never-married,Not-in-family,<NULL>,<=50K
61,9th,Married-civ-spouse,Husband,Male,<=50K
34,HS-grad,<NULL>,Husband,Male,>50K
55,Prof-school,Married-civ-spouse,Husband,Male,>50K
20,<NULL>,Never-married,Own-child,<NULL>,<NULL>
41,HS-grad,<NULL>,<NULL>,Female,<NULL>
<NULL>,HS-grad,Married-civ-spouse,Husband,Male,<NULL>
60,<NULL>,<NULL>,Husband,Male,<NULL>
<NULL>,HS-grad,Married-civ-spouse,Husband,Male,<NULL>
35,Prof-school,<NULL>,<NULL>,Male,<NULL>
42,<NULL>,Married-civ-spouse,Husband,Male,>50K
26,Bachelors,<NULL>,Not-in-family,Male,<=50K
44,Some-college,Never-married,Unmarried,<NULL>,<=50K
31,<NULL>,<NULL>,<NULL>,Male,<=50K
39,HS-grad,Never-married,Not-in-family,Male,<NULL>
20,Some-college,Never-married,Own-child,<NULL>,<NULL>
32,<NULL>,Married-civ-spouse,Husband,<NULL>,<NULL>
32,HS-grad,Married-civ-spouse,Husband,<NULL>,<NULL>
61,<NULL>,Married-civ-spouse,Husband,Male,<NULL>
<NULL>,Some-college,Divorced,Unmarried,<NULL>,<NULL>
23,Assoc-acdm,Never-married,Other-relative,<NULL>,<=50K
19,<NULL>,Never-married,Own-child,<NULL>,<NULL>
<NULL>,Some-college,<NULL>,Husband,Male,<=50K
35,5th-6th,Married-civ-spouse,Husband,Male,<=50K
29,HS-grad,Divorced,<NULL>,Female,<=50K
29,HS-grad,Never-married,Not-in-family,Female,<NULL>
25,10th,Separated,<NULL>,<NULL>,<=50K
46,Bachelors,Divorced,Not-in-family,Female,<NULL>
35,<NULL>,Never-married,<NULL>,Female,<NULL>
20,10th,Never-married,Not-in-family,<NULL>,<=50K
24,HS-grad,Married-civ-spouse,<NULL>,Female,<=50K
48,<NULL>,<NULL>,Unmarried,Female,<NULL>
37,HS-grad,Divorced,Not-in-family,Female,<NULL>
60,<NULL>,Married-civ-spouse,Husband,Male,<NULL>
39,<NULL>,Married-civ-spouse,<NULL>,Male,<=50K
29,Some-college,Separated,Unmarried,<NULL>,<NULL>
31,Assoc-voc,<NULL>,Own-child,Male,<NULL>
38,Assoc-voc,Married-civ-spouse,Husband,<NULL>,>50K
26,Assoc-acdm,<NULL>,Not-in-family,<NULL>,<NULL>
64,Bachelors,<NULL>,Husband,Male,<NULL>
46,Assoc-voc,<NULL>,<NULL>,Male,<NULL>
69,HS-grad,Married-civ-spouse,Husband,Male,<NULL>
39,<NULL>,<NULL>,Husband,<NULL>,>50K
48,HS-grad,Divorced,Not-in-family,<NULL>,<=50K
46,HS-grad,<NULL>,Other-relative,Female,<NULL>
42,<NULL>,Divorced,Not-in-family,Male,<=50K
<NULL>,<NULL>,Married-civ-spouse,<NULL>,<NULL>,>50K
50,Masters,<NULL>,Husband,Male,>50K
24,Bachelors,Never-married,<NULL>,<NULL>,<=50K
30,<NULL>,Married-civ-spouse,Other-relative,Female,<NULL>
39,Bachelors,<NULL>,<NULL>,<NULL>,>50K
29,HS-grad,Married-civ-spouse,Husband,<NULL>,<=50K
23,11th,Never-married,Own-child,Female,<=50K
<NULL>,Assoc-voc,Never-married,<NULL>,<NULL>,<=50K
32,<NULL>,Separated,Not-in-family,<NULL>,<NULL>
<NULL>,Bachelors,Married-civ-spouse,<NULL>,Male,<=50K
55,HS-grad,Separated,Unmarried,Male,<NULL>
41,Some-college,Married-civ-spouse,Husband,Male,<=50K
44,Bachelors,<NULL>,Husband,Male,>50K
18,11th,Never-married,Not-in-family,Male,<=50K
74,<NULL>,Married-civ-spouse,Husband,<NULL>,<NULL>
40,<NULL>,Married-civ-spouse,Husband,<NULL>,>50K
27,HS-grad,<NULL>,<NULL>,Male,<NULL>
75,9th,Married-civ-spouse,Husband,Male,<=50K
55,<NULL>,<NULL>,Not-in-family,Female,<=50K
52,<NULL>,Married-civ-spouse,Husband,Male,<=50K
<NULL>,Some-college,Divorced,Unmarried,<NULL>,<NULL>
36,<NULL>,Divorced,<NULL>,Male,<NULL>
76,Some-college,Married-civ-spouse,Husband,<NULL>,<=50K
26,HS-grad,Never-married,Own-child,<NULL>,<NULL>
18,11th,Never-married,Own-child,Male,<=50K
<NULL>,<NULL>,<NULL>,Not-in-family,Male,<=50K
<NULL>,Bachelors,Married-civ-spouse,<NULL>,Male,<NULL>
19,Some-college,Never-married,Own-child,Female,<=50K
<NULL>,<NULL>,<NULL>,Husband,<NULL>,>50K
57,Bachelors,<NULL>,<NULL>,<NULL>,>50K
<NULL>,<NULL>,Never-married,Own-child,<NULL>,<=50K
27,<NULL>,<NULL>,Not-in-family,<NULL>,<NULL>
31,Bachelors,Married-spouse-absent,<NULL>,Male,<=50K
60,<NULL>,Divorced,Not-in-family,<NULL>,<=50K
52,HS-grad,Divorced,<NULL>,Female,<=50K
61,7th-8th,Married-civ-spouse,<NULL>,Male,<=50K
57,HS-grad,Widowed,Not-in-family,<NULL>,>50K
19,Some-college,Never-married,Own-child,Male,<=50K
59,<NULL>,Married-civ-spouse,Husband,Male,<=50K
34,HS-grad,Never-married,Not-in-family,Male,>50K
31,Assoc-acdm,Married-civ-spouse,Not-in-family,Male,>50K
<NULL>,<NULL>,Divorced,<NULL>,<NULL>,<NULL>
70,Some-college,Never-married,Not-in-family,<NULL>,<=50K
47,Bachelors,Married-civ-spouse,Husband,Male,>50K
47,HS-grad,Married-civ-spouse,Husband,Male,<=50K
29,Some-college,<NULL>,Husband,Male,<NULL>
27,11th,<NULL>,Other-relative,<NULL>,<=50K
25,12th,<NULL>,Wife,Female,<=50K
51,Bachelors,Married-civ-spouse,Husband,<NULL>,>50K
28,<NULL>,Never-married,Own-child,Female,<=50K
35,<NULL>,Married-civ-spouse,<NULL>,<NULL>,<=50K
36,Some-college,Married-civ-spouse,Husband,<NULL>,<NULL>
54,Masters,Never-married,Not-in-family,Female,<NULL>
46,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
52,<NULL>,Separated,Unmarried,Female,<=50K
65,7th-8th,Married-civ-spouse,Husband,<NULL>,<NULL>
43,<NULL>,Divorced,Not-in-family,Male,<NULL>
41,HS-grad,Divorced,Unmarried,<NULL>,<=50K
34,<NULL>,<NULL>,Other-relative,<NULL>,<NULL>
47,Bachelors,Married-civ-spouse,<NULL>,<NULL>,<NULL>
49,Masters,Never-married,Not-in-family,<NULL>,>50K
21,Some-college,Never-married,<NULL>,<NULL>,<NULL>
20,Some-college,<NULL>,Not-in-family,<NULL>,<NULL>
18,<NULL>,Never-married,Own-child,Male,<NULL>
27,Some-college,<NULL>,<NULL>,Male,<NULL>
<NULL>,HS-grad,Married-civ-spouse,Husband,Male,<=50K
38,Some-college,Divorced,Unmarried,Female,<=50K
24,HS-grad,Never-married,Not-in-family,Male,<NULL>
34,Some-college,Never-married,Not-in-family,Male,<=50K
47,HS-grad,<NULL>,Husband,Male,<NULL>
27,HS-grad,Separated,Unmarried,Female,<NULL>
63,Assoc-voc,Widowed,Unmarried,<NULL>,<NULL>
34,Some-college,Married-civ-spouse,Husband,Male,<NULL>
25,<NULL>,Married-spouse-absent,Not-in-family,<NULL>,<NULL>
54,HS-grad,<NULL>,Unmarried,Male,<=50K
19,Some-college,Never-married,Own-child,Female,<=50K
35,HS-grad,Divorced,Not-in-family,Female,<NULL>
24,Some-college,<NULL>,Husband,<NULL>,<NULL>
<NULL>,Some-college,<NULL>,Own-child,Female,<NULL>
<NULL>,Assoc-voc,Divorced,Not-in-family,<NULL>,<=50K
43,Doctorate,<NULL>,Not-in-family,Female,<NULL>
20,<NULL>,Never-married,Own-child,Female,<=50K
41,HS-grad,Married-civ-spouse,<NULL>,Male,<=50K
51,<NULL>,Married-civ-spouse,<NULL>,Male,<=50K
27,HS-grad,Never-married,Unmarried,<NULL>,<=50K
36,HS-grad,Married-civ-spouse,Husband,<NULL>,<=50K
25,<NULL>,Never-married,Own-child,Male,<NULL>
55,Bachelors,<NULL>,Husband,Male,>50K
22,Some-college,Never-married,Not-in-family,Female,<=50K
58,Doctorate,<NULL>,Husband,<NULL>,<=50K
43,Some-college,Married-civ-spouse,Wife,Female,<=50K
39,Assoc-voc,Married-civ-spouse,Wife,Female,<NULL>
40,9th,Never-married,Unmarried,Female,<=50K
46,HS-grad,Divorced,<NULL>,<NULL>,<NULL>
54,HS-grad,Never-married,Unmarried,<NULL>,<NULL>
19,Some-college,Never-married,Own-child,Male,<NULL>
24,<NULL>,Married-civ-spouse,Husband,<NULL>,<=50K
53,HS-grad,Married-civ-spouse,Husband,<NULL>,<=50K
24,<NULL>,<NULL>,Not-in-family,Male,<NULL>
29,HS-grad,<NULL>,Own-child,Male,<NULL>
<NULL>,<NULL>,Married-civ-spouse,Husband,Male,<NULL>
54,HS-grad,<NULL>,Husband,<NULL>,>50K
21,Some-college,Never-married,Not-in-family,Female,<NULL>
34,<NULL>,Separated,<NULL>,Male,<=50K
56,11th,Divorced,<NULL>,Female,<NULL>
34,Bachelors,Married-civ-spouse,Husband,Male,>50K
19,<NULL>,Never-married,Unmarried,<NULL>,<=50K
32,<NULL>,Married-civ-spouse,Husband,<NULL>,<NULL>
48,HS-grad,Divorced,Unmarried,Female,<NULL>
67,Masters,Married-civ-spouse,Husband,Male,<NULL>
47,<NULL>,Married-civ-spouse,<NULL>,Male,<NULL>
52,HS-grad,<NULL>,Husband,<NULL>,>50K
40,<NULL>,Married-spouse-absent,Unmarried,Female,<=50K
28,10th,Married-civ-spouse,Husband,Male,<NULL>
41,<NULL>,Married-civ-spouse,Husband,Male,>50K
57,1st-4th,Divorced,Unmarried,Male,<NULL>
51,HS-grad,Divorced,Not-in-family,Female,<NULL>
26,11th,Never-married,Not-in-family,Female,<=50K
36,Bachelors,<NULL>,Husband,Male,<=50K
33,Some-college,<NULL>,<NULL>,<NULL>,>50K
46,Bachelors,Married-civ-spouse,Husband,Male,<NULL>
50,<NULL>,Divorced,Other-relative,<NULL>,<=50K
33,Some-college,<NULL>,Not-in-family,<NULL>,<=50K
77,HS-grad,Never-married,Not-in-family,<NULL>,<NULL>
39,Masters,Never-married,Not-in-family,Male,>50K
<NULL>,HS-grad,Widowed,Unmarried,<NULL>,<NULL>
35,Assoc-acdm,Divorced,Unmarried,<NULL>,<NULL>
23,10th,Never-married,Own-child,<NULL>,<=50K
37,Assoc-voc,Divorced,Not-in-family,Female,<NULL>
41,<NULL>,Married-civ-spouse,Husband,Male,>50K
60,Assoc-acdm,Married-civ-spouse,Husband,Male,>50K
32,Bachelors,Never-married,<NULL>,<NULL>,<NULL>
56,<NULL>,<NULL>,Husband,<NULL>,<=50K
45,Assoc-voc,Divorced,Unmarried,Female,<=50K
24,HS-grad,Divorced,Not-in-family,Female,>50K
18,10th,<NULL>,Own-child,<NULL>,<=50K
31,HS-grad,Married-civ-spouse,Husband,<NULL>,<NULL>
<NULL>,Some-college,Never-married,Own-child,<NULL>,<=50K
45,Bachelors,Married-civ-spouse,<NULL>,<NULL>,>50K
23,Some-college,Never-married,Not-in-family,Female,<NULL>
45,Some-college,<NULL>,Husband,Male,<NULL>
18,<NULL>,Never-married,Other-relative,<NULL>,<=50K
25,<NULL>,Married-civ-spouse,Husband,Male,<NULL>
31,<NULL>,<NULL>,Husband,Male,<NULL>
19,HS-grad,<NULL>,Other-relative,<NULL>,<NULL>
41,<NULL>,<NULL>,Husband,Male,<NULL>
74,Prof-school,Widowed,<NULL>,Female,<NULL>
27,5th-6th,<NULL>,<NULL>,<NULL>,<=50K
23,HS-grad,<NULL>,Not-in-family,<NULL>,<NULL>
31,Assoc-voc,Married-civ-spouse,Husband,<NULL>,>50K
40,HS-grad,Married-civ-spouse,Husband,Male,<NULL>
41,<NULL>,Married-civ-spouse,<NULL>,Male,<NULL>
25,<NULL>,Never-married,Not-in-family,Male,<=50K
<NULL>,HS-grad,Married-civ-spouse,Husband,<NULL>,<=50K
24,<NULL>,Never-married,<NULL>,<NULL>,<=50K
42,Assoc-acdm,Married-civ-spouse,<NULL>,<NULL>,>50K
45,10th,<NULL>,Husband,Male,<=50K
52,HS-grad,<NULL>,Husband,<NULL>,>50K
34,Assoc-voc,<NULL>,Not-in-family,Male,<=50K
32,HS-grad,<NULL>,Other-relative,Male,<NULL>
54,HS-grad,Married-civ-spouse,Husband,<NULL>,<=50K
42,<NULL>,Never-married,Not-in-family,<NULL>,<=50K
<NULL>,<NULL>,Married-civ-spouse,Husband,Male,>50K
40,<NULL>,<NULL>,<NULL>,<NULL>,<=50K
55,Bachelors,Married-civ-spouse,Husband,Male,<NULL>
66,11th,Never-married,Not-in-family,<NULL>,<NULL>
52,<NULL>,Married-civ-spouse,Husband,Male,<=50K
21,Some-college,<NULL>,Not-in-family,<NULL>,<NULL>
33,<NULL>,Married-civ-spouse,Wife,<NULL>,>50K
52,Assoc-voc,Married-civ-spouse,Husband,Male,<NULL>
<NULL>,5th-6th,Never-married,Not-in-family,<NULL>,<NULL>
27,11th,Married-civ-spouse,Husband,<NULL>,<NULL>
<NULL>,Bachelors,Divorced,Not-in-family,<NULL>,<=50K
27,Some-college,Never-married,<NULL>,<NULL>,<=50K
<NULL>,Assoc-voc,Married-civ-spouse,Husband,<NULL>,>50K
19,HS-grad,Never-married,<NULL>,Female,<NULL>
46,Some-college,<NULL>,Husband,Male,<=50K
55,HS-grad,Widowed,Not-in-family,Female,<NULL>
50,<NULL>,<NULL>,Husband,<NULL>,<=50K
32,<NULL>,Never-married,Not-in-family,<NULL>,<NULL>
28,HS-grad,<NULL>,Wife,Female,<=50K
23,<NULL>,Never-married,<NULL>,<NULL>,<NULL>
43,<NULL>,Married-spouse-absent,<NULL>,<NULL>,<=50K
34,Bachelors,Married-civ-spouse,Husband,Male,<NULL>
19,<NULL>,Never-married,<NULL>,Male,<=50K
37,<NULL>,<NULL>,Husband,Male,<=50K
27,<NULL>,Never-married,Other-relative,Female,<NULL>
18,HS-grad,Never-married,<NULL>,Female,<NULL>
31,Some-college,Widowed,Unmarried,<NULL>,<NULL>
49,<NULL>,Married-civ-spouse,Husband,Male,<=50K
26,Prof-school,Married-civ-spouse,Husband,<NULL>,<=50K
48,HS-grad,Married-civ-spouse,Husband,Male,<NULL>
39,HS-grad,Married-civ-spouse,Husband,Male,<NULL>
41,HS-grad,Separated,<NULL>,Female,<NULL>
48,Assoc-voc,Divorced,Unmarried,Female,<NULL>
40,Bachelors,Divorced,<NULL>,<NULL>,<NULL>
70,<NULL>,Married-civ-spouse,Husband,<NULL>,<NULL>
20,HS-grad,Never-married,Own-child,Male,<=50K
38,5th-6th,Married-civ-spouse,Husband,<NULL>,<NULL>
37,Some-college,Separated,Own-child,Female,<NULL>
49,<NULL>,Widowed,Not-in-family,<NULL>,<NULL>
51,<NULL>,Married-civ-spouse,Husband,Male,>50K
43,1st-4th,Never-married,Own-child,Male,<=50K
38,<NULL>,Never-married,Not-in-family,<NULL>,<=50K
18,11th,Never-married,Own-child,Male,<=50K
23,7th-8th,Never-married,Not-in-family,<NULL>,<=50K
34,<NULL>,Married-civ-spouse,Husband,<NULL>,<=50K
62,Some-college,Married-civ-spouse,Husband,Male,<=50K
33,Some-college,Never-married,Unmarried,Male,<NULL>
31,<NULL>,Never-married,<NULL>,<NULL>,<=50K
64,Some-college,Widowed,Unmarried,Female,<=50K
26,Bachelors,Married-civ-spouse,Husband,<NULL>,<NULL>
55,Some-college,Married-civ-spouse,Husband,Male,<=50K
61,Bachelors,Married-spouse-absent,Not-in-family,Male,<=50K
37,HS-grad,Married-civ-spouse,Husband,<NULL>,>50K
78,Bachelors,Married-civ-spouse,Husband,<NULL>,<=50K
27,<NULL>,<NULL>,Unmarried,<NULL>,<NULL>
49,HS-grad,Divorced,Not-in-family,<NULL>,<=50K
55,Masters,Married-civ-spouse,<NULL>,<NULL>,>50K
42,<NULL>,Married-civ-spouse,Husband,Male,<NULL>
22,HS-grad,Never-married,Other-relative,<NULL>,<=50K
61,9th,<NULL>,Husband,Male,<NULL>
64,<NULL>,<NULL>,Husband,Male,<NULL>
46,HS-grad,Married-civ-spouse,Husband,Male,<=50K
24,<NULL>,<NULL>,Not-in-family,Male,<=50K
27,<NULL>,Married-civ-spouse,Husband,<NULL>,<=50K
47,HS-grad,Married-civ-spouse,Husband,<NULL>,>50K
18,Some-college,Divorced,<NULL>,<NULL>,<NULL>
48,HS-grad,Married-civ-spouse,Husband,<NULL>,<=50K
50,<NULL>,<NULL>,Not-in-family,Male,<=50K
<NULL>,Masters,Divorced,Not-in-family,Female,<NULL>
56,10th,Divorced,Own-child,Male,<NULL>
34,HS-grad,Never-married,Not-in-family,<NULL>,<=50K
56,<NULL>,<NULL>,Husband,<NULL>,<NULL>
18,<NULL>,Never-married,Own-child,Male,<=50K
21,Some-college,Never-married,Own-child,<NULL>,<=50K
<NULL>,HS-grad,Divorced,Unmarried,Female,<=50K
27,HS-grad,Married-civ-spouse,Other-relative,Male,<NULL>
52,<NULL>,Married-civ-spouse,Husband,<NULL>,<NULL>
46,HS-grad,Divorced,Not-in-family,Female,<NULL>
23,<NULL>,Never-married,<NULL>,<NULL>,<=50K
<NULL>,Some-college,Married-civ-spouse,Husband,<NULL>,<NULL>
19,Some-college,<NULL>,Other-relative,Male,<NULL>
20,<NULL>,<NULL>,Not-in-family,Male,<NULL>
39,Some-college,Divorced,Not-in-family,Female,>50K
24,<NULL>,Never-married,Own-child,Male,<NULL>
72,Assoc-voc,Widowed,Not-in-family,Female,<NULL>
42,<NULL>,<NULL>,<NULL>,Female,<NULL>
42,Bachelors,Divorced,Unmarried,<NULL>,<NULL>
<NULL>,Bachelors,Divorced,Not-in-family,<NULL>,<NULL>
39,HS-grad,Married-civ-spouse,Husband,Male,<NULL>
40,Some-college,Never-married,Unmarried,Female,<NULL>
34,<NULL>,Married-civ-spouse,Husband,<NULL>,<NULL>
19,11th,<NULL>,<NULL>,<NULL>,<=50K
26,HS-grad,<NULL>,Own-child,Female,<NULL>
45,<NULL>,<NULL>,Unmarried,Female,<NULL>
28,Masters,<NULL>,Not-in-family,<NULL>,<NULL>
30,Bachelors,Never-married,Not-in-family,Male,>50K
32,HS-grad,Never-married,Not-in-family,Female,<NULL>
19,Some-college,Never-married,Own-child,Female,<NULL>
21,<NULL>,<NULL>,Own-child,Male,<=50K
54,HS-grad,Married-civ-spouse,Other-relative,Female,<=50K
62,Prof-school,<NULL>,Husband,Male,<NULL>
25,Some-college,Never-married,Not-in-family,Male,<=50K
49,Some-college,Divorced,Unmarried,<NULL>,<=50K
<NULL>,<NULL>,<NULL>,Husband,Male,>50K
26,Some-college,Never-married,Not-in-family,<NULL>,<NULL>
37,HS-grad,Married-civ-spouse,<NULL>,Male,<NULL>
58,<NULL>,Divorced,Other-relative,<NULL>,<=50K
37,<NULL>,<NULL>,Wife,Female,>50K
41,HS-grad,Never-married,Not-in-family,<NULL>,<=50K
38,Bachelors,Married-civ-spouse,Husband,<NULL>,<NULL>
<NULL>,<NULL>,Married-civ-spouse,<NULL>,Male,<=50K
42,HS-grad,Divorced,<NULL>,Male,<=50K
30,HS-grad,Married-civ-spouse,Husband,Male,<NULL>
43,Some-college,Married-civ-spouse,Husband,<NULL>,<NULL>
34,HS-grad,Married-civ-spouse,Husband,Male,<NULL>
57,Some-college,<NULL>,<NULL>,Female,<=50K
46,11th,Married-civ-spouse,Husband,Male,<NULL>
<NULL>,Some-college,Married-civ-spouse,Husband,<NULL>,<=50K
20,<NULL>,Never-married,Own-child,Female,<=50K
47,Assoc-voc,Divorced,Not-in-family,Male,<=50K
<NULL>,HS-grad,Divorced,<NULL>,Male,<NULL>
53,<NULL>,Married-civ-spouse,Husband,<NULL>,<NULL>
43,<NULL>,Married-civ-spouse,Husband,Male,<NULL>
80,7th-8th,<NULL>,<NULL>,Male,<NULL>
<NULL>,Some-college,Never-married,Own-child,<NULL>,<NULL>
43,<NULL>,Married-civ-spouse,Husband,Male,>50K
22,HS-grad,<NULL>,Own-child,<NULL>,<NULL>
40,Some-college,Separated,Not-in-family,Male,<NULL>
48,HS-grad,<NULL>,<NULL>,<NULL>,>50K
56,HS-grad,Married-civ-spouse,Husband,<NULL>,<=50K
34,11th,Divorced,<NULL>,Male,<NULL>
51,<NULL>,<NULL>,Husband,<NULL>,<NULL>
24,HS-grad,Never-married,<NULL>,Female,<NULL>
19,HS-grad,<NULL>,Own-child,Female,<NULL>
34,Some-college,Divorced,Unmarried,Female,<=50K
24,HS-grad,Never-married,Own-child,Male,<=50K
41,Bachelors,Married-civ-spouse,Husband,Male,>50K
24,HS-grad,<NULL>,Not-in-family,Female,<NULL>
22,Some-college,Never-married,<NULL>,Male,<=50K
32,Some-college,<NULL>,<NULL>,<NULL>,<NULL>
41,<NULL>,Divorced,Not-in-family,Female,<=50K
20,<NULL>,<NULL>,Own-child,<NULL>,<NULL>
31,<NULL>,Never-married,Not-in-family,Male,<=50K
55,Bachelors,Married-civ-spouse,<NULL>,Male,<NULL>
<NULL>,Doctorate,Married-civ-spouse,Husband,Male,<NULL>
26,Bachelors,<NULL>,Own-child,<NULL>,<=50K
27,<NULL>,Divorced,Not-in-family,Male,<=50K
35,HS-grad,Separated,Not-in-family,Female,<=50K
40,HS-grad,<NULL>,Not-in-family,<NULL>,<=50K
59,<NULL>,<NULL>,Husband,<NULL>,<=50K
61,Some-college,<NULL>,Husband,Male,<NULL>
31,HS-grad,Never-married,Own-child,Female,<=50K
43,Masters,Divorced,Not-in-family,Male,>50K
<NULL>,<NULL>,Never-married,<NULL>,<NULL>,<NULL>
54,Assoc-acdm,Widowed,Unmarried,Female,<=50K
30,Some-college,Married-civ-spouse,Husband,Male,<NULL>
20,Some-college,Never-married,Not-in-family,<NULL>,<NULL>
27,Masters,Never-married,Not-in-family,Female,<=50K
44,<NULL>,Divorced,Not-in-family,<NULL>,<=50K
64,Some-college,Widowed,Not-in-family,Female,<NULL>
55,HS-grad,Divorced,Not-in-family,<NULL>,<=50K
34,<NULL>,<NULL>,Not-in-family,Male,<=50K
61,HS-grad,Widowed,Not-in-family,Female,<=50K
28,Bachelors,Married-civ-spouse,<NULL>,Male,<NULL>
34,HS-grad,Divorced,Unmarried,Female,<NULL>
47,Prof-school,Married-civ-spouse,Husband,<NULL>,>50K
26,Bachelors,Never-married,Not-in-family,Male,<NULL>
35,<NULL>,<NULL>,Unmarried,<NULL>,<NULL>
<NULL>,Bachelors,Married-civ-spouse,Husband,<NULL>,<NULL>
47,<NULL>,<NULL>,Husband,Male,<NULL>
17,11th,Never-married,Own-child,<NULL>,<=50K
35,<NULL>,Married-civ-spouse,Husband,Male,<=50K
33,Masters,<NULL>,Own-child,Male,<=50K
25,Assoc-acdm,Married-civ-spouse,<NULL>,<NULL>,<=50K
18,10th,Never-married,<NULL>,Male,<=50K
47,<NULL>,<NULL>,Not-in-family,Male,<NULL>
44,HS-grad,<NULL>,<NULL>,Female,<=50K
41,HS-grad,<NULL>,Unmarried,Female,<NULL>
30,<NULL>,Never-married,Not-in-family,Female,<=50K
53,<NULL>,Married-civ-spouse,<NULL>,<NULL>,<=50K
<NULL>,HS-grad,Widowed,Unmarried,Female,<NULL>
<NULL>,HS-grad,Married-civ-spouse,Wife,<NULL>,<=50K
24,Some-college,Never-married,Not-in-family,Male,<=50K
27,Bachelors,Never-married,Own-child,Male,<=50K
<NULL>,5th-6th,Married-civ-spouse,<NULL>,<NULL>,<=50K
36,<NULL>,Married-civ-spouse,<NULL>,Male,<NULL>
41,1st-4th,Married-civ-spouse,Husband,<NULL>,>50K
41,<NULL>,Never-married,Not-in-family,Female,<=50K
31,HS-grad,Never-married,Not-in-family,Female,<NULL>
32,Bachelors,Married-civ-spouse,Husband,<NULL>,<=50K
22,Some-college,Never-married,Own-child,Male,<NULL>
22,10th,<NULL>,Own-child,Male,<=50K
18,12th,<NULL>,Own-child,Male,<=50K
39,<NULL>,<NULL>,<NULL>,Male,<NULL>
38,<NULL>,Married-civ-spouse,<NULL>,<NULL>,<=50K
35,HS-grad,Married-civ-spouse,Husband,<NULL>,<=50K
23,Some-college,Never-married,Not-in-family,Male,<NULL>
54,Bachelors,Married-civ-spouse,Husband,<NULL>,>50K
36,Masters,<NULL>,Husband,Male,<NULL>
63,HS-grad,Married-civ-spouse,Husband,Male,<=50K
39,Some-college,Married-civ-spouse,Husband,Male,<NULL>
57,Some-college,Married-civ-spouse,Husband,Male,>50K
58,Prof-school,<NULL>,Husband,<NULL>,>50K
29,Bachelors,Never-married,Not-in-family,Female,<NULL>
17,<NULL>,Never-married,Own-child,Female,<NULL>
40,<NULL>,<NULL>,Not-in-family,Male,<=50K
69,<NULL>,Married-civ-spouse,Wife,<NULL>,<=50K
28,10th,Divorced,Not-in-family,Female,<=50K
<NULL>,9th,Married-civ-spouse,Husband,<NULL>,<=50K
44,<NULL>,Never-married,<NULL>,<NULL>,>50K
45,Prof-school,<NULL>,Unmarried,<NULL>,<=50K
33,<NULL>,Married-civ-spouse,Husband,Male,<NULL>
41,<NULL>,Married-civ-spouse,Husband,<NULL>,>50K
37,HS-grad,Married-civ-spouse,Husband,<NULL>,>50K
50,Some-college,Married-civ-spouse,Husband,<NULL>,<NULL>
48,Bachelors,Married-civ-spouse,<NULL>,Male,<=50K
26,<NULL>,<NULL>,Unmarried,Female,<=50K
36,Some-college,Married-civ-spouse,Husband,Male,<NULL>
21,<NULL>,Never-married,<NULL>,<NULL>,<NULL>
37,<NULL>,Married-civ-spouse,<NULL>,<NULL>,<NULL>
20,Some-college,Never-married,Own-child,<NULL>,<NULL>
54,HS-grad,Married-civ-spouse,Wife,Female,<NULL>
28,HS-grad,Separated,Other-relative,<NULL>,<=50K
27,Some-college,<NULL>,Not-in-family,Male,<=50K
33,Assoc-voc,Never-married,Unmarried,<NULL>,<=50K
46,<NULL>,Married-civ-spouse,Husband,Male,<NULL>
28,<NULL>,Divorced,Unmarried,<NULL>,<NULL>
17,10th,Never-married,Own-child,<NULL>,<=50K
40,<NULL>,Never-married,Not-in-family,Male,>50K
<NULL>,Masters,Married-civ-spouse,Husband,<NULL>,>50K
<NULL>,1st-4th,Never-married,Not-in-family,Female,<NULL>
25,<NULL>,Never-married,Unmarried,<NULL>,<NULL>
35,Bachelors,Married-civ-spouse,Husband,Male,<NULL>
29,Some-college,<NULL>,Wife,Female,<=50K
30,HS-grad,Divorced,Unmarried,Male,<NULL>
