age,race,sex,hours-per-week,native-country
21,White,Male,40,United-States
22,White,Male,25,United-States
37,White,Female,45,United-States
39,White,Male,55,United-States
30,Asian-Pac-Islander,Male,40,India
25,White,Male,40,United-States
26,Black,Female,40,United-States
43,White,Male,50,United-States
59,White,Female,60,United-States
27,White,Female,40,Jamaica
55,Black,Male,40,United-States
20,White,Male,12,Canada
25,White,Female,36,Canada
28,White,Male,40,United-States
29,White,Male,50,United-States
60,White,Male,40,United-States
37,White,Female,50,United-States
25,White,Female,40,United-States
27,White,Male,60,United-States
50,White,Male,40,United-States
41,White,Male,70,United-States
46,White,Male,47,United-States
35,Black,Female,40,United-States
21,White,Male,40,United-States
35,White,Female,60,United-States
40,Black,Male,40,United-States
49,White,Male,40,United-States
29,White,Female,50,United-States
43,White,Female,40,United-States
39,Black,Male,60,United-States
35,White,Male,60,United-States
52,White,Male,40,United-States
25,Black,Male,40,Outlying-US(Guam-USVI-etc)
20,White,Female,30,United-States
46,White,Female,10,?
24,White,Male,40,United-States
29,Asian-Pac-Islander,Male,30,India
21,White,Male,40,United-States
37,White,Female,50,United-States
43,White,Male,40,United-States
19,White,Female,26,United-States
47,White,Male,45,United-States
61,White,Male,45,United-States
21,White,Male,55,United-States
35,White,Male,60,United-States
60,Black,Male,40,United-States
27,White,Female,40,United-States
57,Asian-Pac-Islander,Male,35,India
56,White,Male,40,United-States
27,White,Female,40,United-States
47,Black,Female,35,United-States
19,White,Male,30,United-States
28,White,Female,30,United-States
43,White,Male,40,United-States
63,White,Female,35,United-States
22,White,Male,40,United-States
25,Asian-Pac-Islander,Female,40,Philippines
35,White,Male,40,United-States
20,White,Female,40,United-States
48,White,Male,70,United-States
30,Black,Female,40,Germany
31,White,Male,40,United-States
20,Asian-Pac-Islander,Female,24,Philippines
57,White,Male,50,United-States
41,White,Female,44,United-States
33,White,Female,40,United-States
27,White,Male,40,United-States
34,White,Male,60,United-States
22,White,Male,30,United-States
50,Black,Female,40,United-States
40,White,Male,45,United-States
37,White,Male,51,United-States
40,White,Male,40,United-States
53,White,Male,55,United-States
38,White,Male,40,United-States
25,White,Male,40,United-States
51,Black,Male,40,United-States
22,Black,Male,40,United-States
18,White,Male,16,United-States
41,White,Male,40,United-States
33,White,Female,40,United-States
33,White,Female,40,United-States
67,White,Male,40,United-States
47,White,Male,50,United-States
24,White,Male,40,United-States
32,White,Male,40,United-States
29,White,Female,40,Mexico
25,White,Male,45,United-States
33,White,Female,40,United-States
55,White,Male,40,United-States
31,White,Male,40,United-States
32,White,Male,50,United-States
18,White,Male,3,United-States
36,White,Female,50,United-States
58,White,Female,27,United-States
34,White,Male,50,United-States
19,White,Male,40,United-States
21,Black,Female,40,United-States
36,White,Male,50,United-States
37,Black,Female,40,United-States
43,Black,Female,21,Trinadad&Tobago
52,White,Male,40,United-States
48,White,Female,40,?
43,White,Female,38,United-States
22,White,Male,40,United-States
57,White,Male,40,United-States
37,White,Female,40,United-States
39,Asian-Pac-Islander,Female,38,United-States
54,White,Male,40,United-States
27,White,Male,40,United-States
21,White,Female,35,United-States
65,White,Female,38,United-States
30,White,Female,40,United-States
22,White,Female,40,United-States
26,White,Male,50,United-States
25,White,Male,40,United-States
35,White,Female,40,United-States
47,White,Male,50,United-States
23,White,Male,60,United-States
42,Black,Male,40,United-States
39,Asian-Pac-Islander,Male,30,United-States
55,White,Male,60,United-States
24,Asian-Pac-Islander,Female,10,China
46,White,Male,40,?
53,White,Male,40,United-States
44,Black,Female,60,United-States
40,Black,Female,40,United-States
48,White,Male,40,United-States
26,White,Female,35,United-States
22,White,Female,40,United-States
35,White,Female,12,United-States
20,White,Female,20,United-States
43,White,Female,40,United-States
37,White,Female,25,United-States
30,Asian-Pac-Islander,Male,40,Laos
41,Amer-Indian-Eskimo,Male,50,United-States
38,White,Male,60,United-States
77,Black,Male,40,United-States
42,White,Male,50,United-States
20,Black,Male,40,United-States
36,White,Female,40,United-States
32,Asian-Pac-Islander,Male,40,United-States
27,White,Male,40,United-States
25,White,Male,45,United-States
40,White,Male,40,United-States
18,White,Male,25,United-States
49,White,Male,45,United-States
17,White,Female,16,United-States
29,White,Female,40,United-States
47,Asian-Pac-Islander,Male,55,Taiwan
24,White,Male,45,United-States
58,White,Male,24,United-States
29,White,Male,40,United-States
45,White,Female,24,Canada
30,White,Male,50,United-States
19,White,Male,20,United-States
59,White,Male,40,United-States
47,White,Female,30,United-States
41,Black,Male,40,United-States
28,White,Male,40,France
46,White,Male,40,United-States
40,White,Male,60,United-States
66,Black,Female,40,United-States
30,Black,Male,45,?
44,White,Male,12,United-States
58,White,Male,60,United-States
21,White,Male,48,Mexico
59,Black,Female,40,United-States
35,White,Male,40,United-States
45,Black,Male,40,United-States
30,White,Male,40,United-States
33,Black,Male,40,Jamaica
26,White,Female,15,United-States
48,Black,Female,35,United-States
31,Asian-Pac-Islander,Female,40,United-States
36,White,Male,45,United-States
48,White,Female,38,United-States
30,White,Male,40,United-States
33,White,Male,50,United-States
19,White,Female,25,United-States
37,Black,Female,40,?
53,White,Male,45,United-States
18,White,Female,40,?
38,White,Male,50,United-States
34,White,Male,50,United-States
45,White,Male,52,United-States
33,White,Male,60,United-States
35,White,Female,44,United-States
22,Black,Male,40,United-States
35,White,Female,30,United-States
45,Amer-Indian-Eskimo,Male,8,United-States
17,White,Male,45,United-States
50,White,Male,45,United-States
38,White,Male,50,United-States
33,White,Male,50,United-States
46,White,Male,35,?
25,White,Female,50,United-States
64,White,Male,40,United-States
62,White,Male,10,United-States
32,White,Male,60,United-States
17,White,Male,20,United-States
61,White,Male,55,United-States
40,Black,Female,40,United-States
21,White,Female,40,United-States
39,White,Male,50,United-States
35,White,Male,45,United-States
29,White,Male,40,United-States
27,Black,Male,40,United-States
20,White,Female,40,United-States
34,White,Female,20,United-States
51,White,Male,40,United-States
45,Black,Female,15,United-States
20,White,Female,40,United-States
31,White,Male,40,United-States
29,Black,Male,40,United-States
56,White,Male,30,Canada
55,White,Female,12,United-States
26,White,Male,20,United-States
46,White,Male,45,United-States
32,White,Male,40,United-States
28,White,Male,40,United-States
27,White,Male,35,Guatemala
23,White,Male,40,Mexico
59,White,Male,40,United-States
26,Other,Male,48,Guatemala
36,White,Male,40,United-States
18,White,Female,15,United-States
33,White,Male,70,United-States
60,White,Female,15,Germany
40,White,Female,48,Mexico
48,White,Male,43,United-States
27,White,Male,48,United-States
19,White,Male,20,United-States
38,White,Male,50,United-States
26,White,Male,43,United-States
45,White,Male,40,United-States
20,White,Female,20,United-States
32,White,Male,40,United-States
22,White,Female,13,United-States
22,White,Male,40,United-States
38,Black,Female,38,United-States
34,White,Male,50,United-States
46,Other,Female,30,Mexico
39,White,Female,25,United-States
79,White,Female,24,United-States
60,White,Male,8,United-States
24,White,Male,40,Dominican-Republic
31,White,Male,65,United-States
37,Asian-Pac-Islander,Male,77,Vietnam
23,White,Male,40,United-States
31,White,Male,45,El-Salvador
29,White,Male,40,United-States
22,White,Female,43,United-States
69,White,Female,20,United-States
55,White,Female,38,United-States
43,White,Male,40,United-States
23,Other,Male,36,Mexico
29,White,Male,35,Mexico
22,White,Female,40,Mexico
22,White,Male,42,United-States
25,White,Male,84,United-States
29,White,Male,45,United-States
25,Black,Male,40,United-States
33,White,Female,40,United-States
33,White,Male,40,United-States
31,White,Female,28,United-States
30,White,Male,45,United-States
55,White,Male,40,United-States
36,White,Male,50,United-States
47,White,Female,40,United-States
28,White,Male,40,United-States
42,White,Male,40,United-States
51,White,Male,55,Germany
62,Black,Female,40,United-States
65,White,Male,35,United-States
23,White,Male,40,United-States
60,White,Male,32,United-States
47,Black,Male,60,United-States
50,White,Female,40,United-States
70,White,Male,6,United-States
32,White,Male,40,United-States
37,White,Male,40,United-States
31,White,Male,40,United-States
76,Black,Female,12,United-States
54,Black,Female,60,United-States
32,White,Male,40,United-States
31,White,Female,52,United-States
31,White,Male,50,United-States
65,White,Male,40,United-States
30,White,Male,60,Ireland
63,White,Male,40,United-States
21,White,Female,10,United-States
40,Asian-Pac-Islander,Male,40,Philippines
26,White,Female,40,United-States
18,White,Female,8,United-States
34,White,Male,50,United-States
66,White,Female,40,?
44,White,Male,60,United-States
30,White,Female,40,United-States
36,White,Male,40,United-States
31,White,Male,50,United-States
22,White,Male,20,United-States
28,White,Male,84,United-States
23,Asian-Pac-Islander,Male,40,United-States
49,White,Male,50,United-States
39,White,Male,35,United-States
67,White,Male,60,United-States
19,White,Male,16,United-States
30,White,Male,50,United-States
25,Asian-Pac-Islander,Female,40,Cambodia
24,Asian-Pac-Islander,Male,30,?
46,White,Male,40,United-States
37,White,Male,45,United-States
41,White,Male,40,United-States
40,White,Male,20,United-States
44,White,Female,40,United-States
32,White,Male,40,United-States
58,Black,Male,20,United-States
48,White,Male,48,United-States
34,White,Male,40,United-States
29,Black,Female,40,United-States
46,White,Male,50,United-States
36,Asian-Pac-Islander,Male,40,United-States
59,White,Male,38,United-States
29,White,Male,40,Mexico
50,White,Male,40,United-States
25,White,Male,40,United-States
27,Asian-Pac-Islander,Female,35,Philippines
48,White,Male,70,United-States
51,White,Female,70,United-States
36,White,Male,45,United-States
42,White,Male,50,Puerto-Rico
49,White,Male,40,United-States
33,White,Male,20,United-States
40,White,Male,60,United-States
26,White,Female,40,United-States
69,White,Female,40,United-States
59,White,Male,30,Italy
30,White,Female,40,United-States
31,White,Female,35,United-States
30,White,Male,50,United-States
27,White,Female,40,United-States
20,White,Female,16,United-States
56,White,Female,40,United-States
24,White,Male,40,United-States
47,White,Female,50,United-States
51,Black,Male,35,United-States
34,White,Male,45,United-States
47,Black,Male,9,United-States
47,White,Male,44,United-States
20,Asian-Pac-Islander,Female,40,Vietnam
34,White,Male,54,?
31,White,Female,40,United-States
42,White,Female,32,United-States
52,White,Male,40,Mexico
56,White,Female,40,United-States
53,White,Male,40,United-States
26,White,Male,50,United-States
81,White,Female,20,United-States
28,Black,Female,40,United-States
57,White,Male,48,United-States
34,White,Female,40,United-States
31,White,Male,40,United-States
24,Black,Female,40,United-States
20,White,Male,40,United-States
68,Black,Female,40,United-States
60,White,Female,32,United-States
37,White,Male,40,United-States
25,White,Male,40,United-States
36,White,Male,40,United-States
45,White,Male,40,United-States
34,White,Male,60,United-States
31,White,Female,70,United-States
47,White,Male,60,United-States
60,White,Male,42,United-States
75,White,Male,24,United-States
43,White,Male,40,United-States
18,White,Male,40,United-States
25,Asian-Pac-Islander,Female,40,Philippines
20,White,Female,40,United-States
32,White,Female,50,United-States
57,White,Male,20,United-States
43,White,Male,60,United-States
18,White,Male,40,United-States
41,Black,Female,40,United-States
48,White,Male,40,Dominican-Republic
35,White,Male,90,United-States
41,White,Male,40,United-States
23,Black,Female,20,United-States
32,White,Male,45,United-States
33,White,Male,40,El-Salvador
58,White,Male,40,United-States
22,White,Male,65,United-States
33,White,Female,50,United-States
42,White,Male,38,United-States
25,White,Female,40,United-States
39,White,Male,50,United-States
35,White,Male,45,United-States
50,White,Female,38,United-States
49,White,Male,50,United-States
25,White,Male,40,United-States
47,Black,Female,40,United-States
46,White,Female,40,United-States
42,Black,Male,40,United-States
37,White,Male,60,United-States
25,White,Male,40,Mexico
29,White,Male,40,United-States
26,White,Male,45,United-States
26,White,Female,40,United-States
45,White,Male,40,United-States
34,White,Female,30,United-States
33,Black,Female,40,United-States
43,White,Male,40,United-States
28,White,Male,45,United-States
51,White,Male,75,United-States
21,White,Female,35,United-States
23,White,Female,35,United-States
30,White,Female,40,United-States
46,White,Male,45,United-States
38,White,Male,50,United-States
20,White,Male,40,United-States
36,White,Male,50,United-States
37,White,Male,50,United-States
44,White,Male,42,United-States
33,White,Male,40,United-States
45,White,Male,40,United-States
47,White,Male,40,United-States
54,Asian-Pac-Islander,Male,40,United-States
17,White,Male,30,United-States
43,White,Female,36,Portugal
45,White,Female,50,United-States
37,White,Female,40,United-States
44,White,Male,40,United-States
55,White,Female,50,United-States
41,White,Male,48,United-States
23,White,Female,40,United-States
38,Black,Female,40,United-States
23,White,Female,40,Cuba
35,White,Male,40,United-States
18,White,Male,20,United-States
47,White,Male,40,United-States
25,White,Female,8,United-States
41,White,Male,50,United-States
23,Asian-Pac-Islander,Female,24,Vietnam
41,White,Female,40,United-States
26,White,Male,50,United-States
30,White,Male,40,United-States
42,White,Male,40,United-States
35,White,Female,40,United-States
28,White,Male,18,United-States
29,White,Female,40,United-States
21,White,Female,15,United-States
48,White,Male,40,United-States
44,White,Male,60,United-States
34,White,Male,40,United-States
19,White,Female,25,United-States
32,White,Male,40,United-States
31,Black,Female,40,United-States
25,White,Male,40,United-States
47,Black,Male,40,United-States
46,White,Female,40,United-States
18,White,Male,40,United-States
31,White,Female,20,United-States
28,White,Female,40,United-States
38,White,Male,48,United-States
33,White,Male,40,United-States
17,White,Female,15,United-States
41,White,Male,40,United-States
46,White,Male,40,United-States
38,White,Male,44,United-States
24,White,Male,60,United-States
49,White,Male,40,United-States
60,Amer-Indian-Eskimo,Female,40,United-States
44,White,Male,60,United-States
63,White,Male,40,United-States
40,White,Male,60,United-States
45,White,Male,50,United-States
49,White,Male,50,United-States
36,White,Female,40,United-States
65,White,Male,8,United-States
41,White,Male,20,United-States
25,White,Female,40,United-States
20,White,Female,35,United-States
60,White,Male,40,United-States
17,White,Female,20,Puerto-Rico
28,White,Female,16,United-States
31,Other,Male,50,United-States
47,White,Female,35,United-States
45,White,Male,45,United-States
51,White,Male,40,United-States
23,Black,Male,40,United-States
44,White,Female,60,United-States
34,White,Male,50,United-States
19,White,Male,10,United-States
51,White,Male,40,United-States
46,White,Male,40,United-States
30,Asian-Pac-Islander,Male,40,China
37,White,Male,35,Mexico
56,White,Male,45,United-States
29,White,Male,45,United-States
46,White,Male,50,United-States
55,White,Male,40,United-States
45,White,Male,48,United-States
34,White,Male,40,Guatemala
45,Black,Male,40,United-States
41,White,Male,40,United-States
22,White,Male,20,United-States
34,White,Male,50,United-States
27,Black,Male,40,United-States
29,Black,Male,37,United-States
19,White,Female,30,United-States
47,White,Male,40,United-States
43,White,Male,50,United-States
52,Black,Female,60,United-States
33,White,Male,60,United-States
29,White,Male,40,United-States
23,White,Male,40,United-States
23,White,Male,40,United-States
39,White,Male,60,United-States
43,White,Female,40,Mexico
31,White,Male,40,United-States
47,White,Male,40,United-States
26,White,Male,60,United-States
58,White,Female,55,United-States
47,White,Male,50,United-States
55,White,Female,38,United-States
26,White,Female,40,United-States
28,White,Female,40,United-States
36,Black,Male,40,United-States
40,White,Male,50,United-States
19,White,Male,40,United-States
63,White,Male,40,United-States
42,White,Male,40,United-States
76,White,Male,13,United-States
23,White,Female,40,United-States
38,White,Male,40,United-States
33,Asian-Pac-Islander,Male,30,Japan
48,White,Male,40,United-States
56,White,Male,40,United-States
32,Black,Male,40,United-States
44,White,Female,25,United-States
27,Black,Female,40,United-States
33,White,Male,50,United-States
22,White,Male,40,Mexico
18,White,Female,20,United-States
44,White,Male,40,United-States
42,Amer-Indian-Eskimo,Male,60,United-States
34,White,Female,40,United-States
45,White,Male,40,United-States
57,White,Male,40,Cuba
59,White,Male,40,United-States
33,Black,Female,40,United-States
52,Other,Male,49,Mexico
17,White,Female,15,United-States
29,White,Male,30,Canada
63,White,Male,30,United-States
20,White,Male,24,United-States
42,White,Male,50,United-States
50,White,Male,50,United-States
55,White,Female,30,United-States
27,Black,Female,25,United-States
28,White,Male,45,United-States
55,White,Male,45,United-States
44,White,Male,40,United-States
53,White,Female,40,United-States
23,White,Male,40,United-States
25,White,Female,40,United-States
44,White,Female,40,United-States
55,White,Male,40,United-States
48,White,Male,35,United-States
46,White,Male,40,United-States
26,White,Male,40,United-States
30,White,Male,45,Mexico
32,White,Male,40,United-States
52,White,Male,48,United-States
52,White,Male,50,United-States
39,White,Female,47,United-States
57,White,Male,40,United-States
21,White,Male,40,United-States
22,White,Male,10,United-States
26,White,Male,40,United-States
26,White,Male,40,United-States
44,Black,Male,40,United-States
42,White,Female,30,United-States
40,White,Male,43,United-States
22,White,Male,45,United-States
62,White,Male,45,United-States
44,White,Male,40,United-States
18,White,Female,40,United-States
33,White,Male,40,Mexico
45,White,Male,50,United-States
18,White,Male,40,United-States
32,White,Male,40,United-States
33,White,Female,60,United-States
20,White,Male,15,United-States
68,White,Male,20,United-States
61,White,Male,50,United-States
48,White,Male,40,United-States
45,White,Male,40,United-States
36,White,Female,40,United-States
32,Black,Female,32,United-States
35,White,Female,40,United-States
39,White,Male,40,United-States
53,White,Male,40,United-States
30,Black,Female,16,United-States
37,Asian-Pac-Islander,Male,40,?
40,White,Male,45,United-States
25,Black,Female,40,Jamaica
41,Black,Female,60,United-States
52,White,Male,98,United-States
33,White,Male,40,United-States
28,White,Male,40,United-States
25,White,Male,40,United-States
53,White,Male,55,United-States
44,White,Male,10,United-States
35,White,Female,40,United-States
38,White,Male,58,Poland
34,White,Male,40,United-States
33,White,Female,40,United-States
24,White,Female,45,United-States
65,Black,Female,25,United-States
29,White,Male,60,United-States
39,White,Male,65,United-States
46,White,Male,40,United-States
37,White,Male,60,United-States
47,White,Male,47,United-States
62,White,Male,40,United-States
54,White,Male,60,United-States
90,Asian-Pac-Islander,Male,35,United-States
33,White,Male,20,United-States
57,White,Male,45,United-States
25,White,Male,40,United-States
44,White,Male,50,United-States
52,White,Male,50,United-States
21,White,Male,40,United-States
31,Black,Male,18,United-States
39,White,Male,40,Poland
59,White,Female,40,United-States
29,White,Male,55,United-States
49,Black,Male,45,United-States
34,White,Male,40,United-States
22,White,Male,40,United-States
32,Other,Male,40,Puerto-Rico
39,Black,Female,40,United-States
46,White,Male,60,United-States
50,White,Male,40,United-States
34,White,Male,40,United-States
28,White,Female,55,United-States
18,White,Female,24,United-States
20,White,Male,30,United-States
20,White,Female,40,United-States
55,Amer-Indian-Eskimo,Female,38,United-States
22,Black,Female,40,United-States
60,White,Male,40,United-States
40,White,Male,50,United-States
47,White,Female,30,United-States
23,White,Female,35,Canada
57,White,Female,40,United-States
52,White,Male,40,United-States
42,White,Male,40,United-States
25,White,Male,20,United-States
49,White,Female,40,United-States
41,White,Male,40,United-States
40,Black,Male,30,United-States
38,White,Male,55,United-States
58,White,Male,40,Canada
26,Black,Female,35,United-States
57,White,Female,70,Germany
28,White,Male,60,United-States
42,White,Female,40,United-States
28,White,Male,55,United-States
17,Black,Male,40,United-States
39,White,Male,40,United-States
28,Black,Male,40,United-States
42,White,Male,48,United-States
51,White,Female,50,United-States
27,White,Female,39,United-States
41,White,Female,43,United-States
28,White,Male,40,United-States
54,White,Female,30,United-States
73,White,Female,8,United-States
49,White,Female,30,United-States
47,White,Male,40,United-States
27,White,Male,49,United-States
42,White,Female,45,United-States
32,Black,Female,40,United-States
32,White,Male,41,United-States
27,White,Male,40,United-States
29,White,Male,40,United-States
22,White,Male,30,United-States
41,White,Male,40,United-States
49,White,Male,40,United-States
58,White,Male,50,United-States
41,White,Male,40,United-States
26,White,Male,35,United-States
21,White,Male,55,United-States
32,White,Female,2,United-States
37,White,Male,50,United-States
23,White,Male,20,United-States
42,White,Male,40,United-States
25,White,Male,26,United-States
67,White,Female,40,United-States
41,Black,Female,38,United-States
49,White,Female,50,United-States
36,White,Female,45,?
18,White,Male,35,United-States
25,White,Male,40,United-States
43,White,Male,50,United-States
38,White,Female,36,United-States
21,White,Male,20,?
65,White,Male,15,United-States
66,White,Female,35,United-States
33,Black,Male,60,United-States
51,Black,Female,38,United-States
27,White,Male,40,United-States
17,White,Female,16,United-States
32,White,Male,45,United-States
61,White,Female,36,United-States
38,White,Male,40,Cuba
43,White,Female,40,United-States
40,Asian-Pac-Islander,Male,40,Taiwan
63,White,Male,35,United-States
76,White,Male,20,United-States
42,White,Female,40,United-States
43,White,Male,40,United-States
76,White,Male,30,?
41,White,Male,45,United-States
17,White,Male,20,United-States
30,White,Male,40,United-States
30,White,Male,50,Iran
22,White,Male,25,United-States
53,Other,Female,20,United-States
28,Black,Female,52,United-States
25,White,Female,40,United-States
24,Black,Female,40,United-States
47,White,Male,40,United-States
34,White,Male,50,United-States
26,White,Female,20,United-States
63,Amer-Indian-Eskimo,Female,56,United-States
25,White,Male,75,United-States
28,White,Male,45,United-States
36,White,Female,40,United-States
24,White,Male,40,United-States
51,Asian-Pac-Islander,Female,35,Taiwan
44,White,Male,50,United-States
18,White,Male,12,United-States
54,White,Male,40,United-States
61,White,Female,40,United-States
51,White,Male,45,United-States
43,White,Male,40,United-States
51,White,Male,40,United-States
50,Black,Female,40,United-States
27,White,Female,25,United-States
24,White,Male,30,United-States
20,White,Male,20,United-States
52,White,Male,40,United-States
57,White,Male,40,United-States
49,White,Male,60,United-States
42,White,Female,35,?
22,White,Female,40,United-States
38,White,Male,40,United-States
21,White,Female,20,United-States
39,White,Male,60,United-States
52,White,Female,35,United-States
25,White,Female,40,United-States
50,White,Female,40,Cuba
35,White,Male,80,United-States
50,White,Female,40,United-States
58,White,Male,25,United-States
48,White,Male,45,United-States
30,White,Female,35,Canada
18,White,Male,12,United-States
29,White,Male,40,United-States
52,White,Male,45,United-States
63,White,Male,40,United-States
36,White,Female,40,United-States
24,White,Female,42,United-States
30,Black,Male,40,United-States
23,Other,Male,40,Mexico
35,White,Female,20,United-States
21,White,Female,20,United-States
28,White,Male,43,Mexico
20,White,Male,40,United-States
18,White,Male,20,Scotland
21,White,Female,15,United-States
27,White,Male,40,United-States
42,White,Female,40,United-States
21,White,Female,30,United-States
51,White,Male,40,United-States
27,White,Female,40,United-States
23,White,Male,40,United-States
57,White,Male,40,United-States
22,White,Female,12,United-States
59,White,Male,60,United-States
38,White,Male,40,United-States
20,White,Male,40,United-States
90,White,Female,40,United-States
35,White,Male,40,United-States
50,White,Male,38,United-States
45,White,Male,50,United-States
44,White,Male,50,United-States
23,White,Male,40,United-States
34,White,Male,40,Mexico
23,White,Female,43,United-States
39,White,Male,40,United-States
19,White,Male,55,United-States
54,White,Male,40,United-States
40,White,Male,43,United-States
44,White,Male,50,United-States
31,White,Female,20,United-States
25,White,Male,40,El-Salvador
33,White,Female,32,United-States
32,White,Male,60,United-States
36,White,Male,40,United-States
47,Other,Male,55,United-States
80,White,Female,10,United-States
21,White,Female,8,United-States
35,White,Male,60,United-States
77,White,Male,45,United-States
30,White,Male,40,United-States
35,White,Male,40,United-States
49,White,Male,40,United-States
33,White,Female,25,United-States
53,White,Male,45,United-States
41,White,Male,55,United-States
57,White,Male,40,Poland
21,White,Female,25,United-States
19,White,Female,40,United-States
28,White,Female,45,United-States
42,White,Male,60,United-States
29,White,Male,55,United-States
38,White,Female,25,United-States
26,White,Male,20,United-States
41,White,Male,60,?
40,White,Female,40,United-States
36,White,Male,40,United-States
28,White,Male,40,United-States
25,Black,Female,20,United-States
42,White,Male,60,United-States
32,White,Male,40,United-States
32,White,Male,30,United-States
37,White,Male,40,United-States
39,White,Male,56,United-States
49,White,Male,40,United-States
28,Black,Male,40,United-States
24,White,Female,20,United-States
19,White,Female,40,United-States
31,White,Male,40,United-States
40,White,Female,40,United-States
29,White,Male,30,Mexico
59,White,Male,48,United-States
52,White,Male,40,United-States
27,White,Male,40,United-States
45,White,Male,45,United-States
58,Asian-Pac-Islander,Male,40,South
53,White,Male,40,Cuba
23,White,Male,25,United-States
35,White,Male,40,United-States
49,White,Male,40,United-States
49,White,Female,40,United-States
25,White,Male,40,United-States
47,White,Female,50,United-States
28,White,Female,40,United-States
20,White,Female,30,United-States
74,White,Male,56,Mexico
19,White,Male,24,United-States
28,White,Male,40,United-States
31,Black,Female,40,United-States
61,White,Male,40,United-States
30,White,Male,53,United-States
20,White,Male,40,Germany
35,White,Male,40,?
23,White,Male,40,United-States
25,White,Female,30,United-States
19,White,Male,30,United-States
30,White,Male,45,United-States
26,White,Male,35,United-States
34,White,Male,45,United-States
49,Black,Female,40,United-States
35,White,Male,40,United-States
38,White,Female,40,United-States
36,Black,Male,20,United-States
33,Amer-Indian-Eskimo,Male,48,United-States
54,White,Female,40,United-States
19,White,Male,40,United-States
18,White,Male,40,United-States
60,White,Male,40,United-States
28,White,Male,40,United-States
43,White,Male,40,United-States
49,White,Male,40,United-States
25,White,Male,70,United-States
17,White,Male,20,United-States
41,White,Male,60,United-States
30,Black,Male,35,United-States
90,White,Male,60,United-States
25,White,Male,40,United-States
27,White,Male,35,United-States
29,White,Male,40,United-States
55,Black,Male,40,?
31,Black,Female,40,United-States
43,White,Male,99,United-States
63,White,Female,40,United-States
46,White,Male,40,United-States
59,White,Male,40,United-States
42,Black,Female,50,United-States
26,White,Female,20,United-States
26,White,Male,45,United-States
20,White,Female,30,United-States
19,Black,Female,40,United-States
61,White,Male,40,Puerto-Rico
23,White,Male,40,United-States
24,White,Female,40,United-States
35,White,Male,40,Germany
42,White,Male,12,United-States
31,White,Female,21,United-States
31,White,Female,55,United-States
63,White,Female,25,United-States
29,White,Female,64,United-States
43,White,Male,40,United-States
22,Asian-Pac-Islander,Female,10,Vietnam
17,White,Male,25,United-States
23,White,Male,40,United-States
35,White,Male,45,United-States
32,Other,Female,28,United-States
50,White,Male,60,United-States
25,White,Male,40,?
26,White,Female,40,United-States
32,White,Male,40,United-States
29,White,Male,50,United-States
57,White,Male,40,United-States
90,Black,Male,50,United-States
35,White,Female,40,United-States
31,Black,Male,60,United-States
60,White,Female,33,United-States
21,White,Female,40,United-States
71,White,Female,40,United-States
22,White,Male,30,United-States
50,White,Female,40,United-States
37,White,Male,45,United-States
23,Asian-Pac-Islander,Female,40,Vietnam
74,White,Male,30,United-States
67,White,Male,70,United-States
59,White,Male,43,United-States
28,White,Male,40,United-States
45,Amer-Indian-Eskimo,Male,40,United-States
63,White,Male,20,United-States
39,White,Female,63,United-States
33,Black,Female,40,United-States
32,Asian-Pac-Islander,Male,40,South
34,White,Male,45,United-States
39,White,Male,40,United-States
29,White,Male,36,United-States
22,White,Male,40,United-States
53,White,Female,43,United-States
46,White,Male,42,United-States
51,White,Female,40,United-States
44,White,Female,99,United-States
56,White,Female,40,United-States
27,Black,Female,40,United-States
52,Asian-Pac-Islander,Female,30,China
39,White,Male,40,United-States
45,White,Male,40,United-States
37,White,Male,45,United-States
33,White,Male,40,United-States
35,White,Female,4,United-States
46,White,Female,45,Italy
35,White,Female,50,United-States
33,Black,Male,50,United-States
48,White,Male,40,United-States
32,White,Male,50,United-States
18,White,Male,40,United-States
20,White,Female,32,United-States
35,Asian-Pac-Islander,Male,60,United-States
19,White,Female,25,United-States
21,White,Female,40,?
56,White,Female,40,United-States
28,White,Female,16,El-Salvador
45,White,Female,40,United-States
32,White,Female,45,United-States
44,White,Male,12,United-States
55,White,Male,40,United-States
34,White,Male,40,United-States
33,White,Male,40,United-States
36,White,Male,55,United-States
25,White,Female,40,United-States
28,White,Male,40,United-States
39,White,Male,55,United-States
53,White,Female,40,Columbia
47,Amer-Indian-Eskimo,Female,45,United-States
49,White,Male,60,United-States
22,Amer-Indian-Eskimo,Male,40,United-States
31,White,Male,40,United-States
44,White,Male,80,United-States
19,White,Male,40,United-States
37,White,Male,40,United-States
60,White,Male,35,Poland
23,White,Male,25,United-States
44,White,Male,65,United-States
54,White,Female,35,United-States
23,White,Male,38,United-States
21,White,Female,10,United-States
19,White,Male,25,United-States
51,White,Male,20,United-States
41,White,Male,50,United-States
61,White,Male,18,United-States
19,Amer-Indian-Eskimo,Female,40,United-States
22,White,Male,40,United-States
22,White,Female,40,United-States
49,White,Male,32,United-States
35,White,Male,50,United-States
38,White,Male,40,United-States
29,White,Male,40,United-States
56,White,Male,45,United-States
41,White,Female,80,United-States
62,White,Male,45,United-States
27,White,Male,40,Japan
55,White,Female,40,England
25,White,Male,42,United-States
33,White,Male,75,United-States
26,White,Female,40,United-States
43,White,Male,45,United-States
53,White,Male,40,United-States
43,White,Female,40,United-States
56,White,Male,35,United-States
