age,education,marital-status,relationship,sex,income
62.0, Assoc-voc,<NULL>,<NULL>, Male,<NULL>
50.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
46.0, HS-grad, Married-civ-spouse, Wife,<NULL>,<NULL>
54.0, Some-college, Married-civ-spouse, Husband, Male,<NULL>
68.0,<NULL>, Married-civ-spouse,<NULL>,<NULL>,<NULL>
23.0,<NULL>, Never-married, Not-in-family,<NULL>,<NULL>
49.0,<NULL>,<NULL>, Not-in-family,<NULL>,<NULL>
24.0,<NULL>, Married-civ-spouse, Husband,<NULL>,<NULL>
30.0, HS-grad, Married-civ-spouse, Husband, Male,<NULL>
38.0, HS-grad, Married-civ-spouse, Husband,<NULL>, <=50K
34.0,<NULL>, Never-married, Not-in-family, Female,<NULL>
22.0, Some-college, Never-married, Own-child, Male,<NULL>
30.0,<NULL>, Separated, Not-in-family,<NULL>, <=50K
61.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
36.0,<NULL>, Divorced, Unmarried,<NULL>,<NULL>
51.0,<NULL>, Married-civ-spouse,<NULL>,<NULL>, <=50K
43.0, 5th-6th,<NULL>, Wife, Female, >50K
54.0,<NULL>, Married-civ-spouse,<NULL>,<NULL>, >50K
63.0, HS-grad, Widowed, Not-in-family, Female, <=50K
51.0, Some-college,<NULL>, Husband, Male, >50K
63.0, 10th,<NULL>, Husband, Male,<NULL>
51.0, Masters, Married-civ-spouse, Husband, Male, >50K
27.0,<NULL>, Divorced, Own-child,<NULL>, <=50K
35.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
<NULL>, Bachelors, Married-civ-spouse, Wife, Female,<NULL>
46.0, HS-grad, Separated, Unmarried,<NULL>,<NULL>
53.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
26.0, Some-college, Divorced, Own-child, Male,<NULL>
<NULL>, HS-grad, Never-married, Own-child, Male, <=50K
39.0,<NULL>,<NULL>, Husband, Male, >50K
50.0, HS-grad,<NULL>,<NULL>, Male,<NULL>
54.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
62.0, Some-college, Married-civ-spouse,<NULL>, Female, >50K
57.0,<NULL>, Divorced, Unmarried,<NULL>,<NULL>
19.0, Some-college, Never-married, Own-child, Male,<NULL>
29.0, HS-grad, Never-married,<NULL>,<NULL>,<NULL>
20.0, HS-grad, Never-married, Other-relative,<NULL>, <=50K
53.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
18.0, Some-college, Never-married,<NULL>,<NULL>,<NULL>
22.0, Some-college, Never-married, Own-child, Male,<NULL>
<NULL>,<NULL>, Never-married, Not-in-family, Male, <=50K
69.0,<NULL>,<NULL>, Husband, Male,<NULL>
56.0, 7th-8th, Married-civ-spouse,<NULL>, Male, <=50K
<NULL>, Bachelors, Married-civ-spouse, Husband, Male, <=50K
28.0,<NULL>, Never-married, Not-in-family, Male,<NULL>
28.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
33.0, HS-grad,<NULL>, Husband,<NULL>, >50K
<NULL>, HS-grad, Divorced, Unmarried, Female, <=50K
61.0, HS-grad, Married-civ-spouse, Husband,<NULL>,<NULL>
49.0, Bachelors, Married-civ-spouse, Husband,<NULL>, <=50K
48.0, Some-college, Married-civ-spouse, Husband, Male,<NULL>
32.0,<NULL>, Married-civ-spouse, Husband, Male, <=50K
51.0, HS-grad,<NULL>, Husband, Male, >50K
27.0, Bachelors, Never-married, Not-in-family,<NULL>,<NULL>
19.0, Some-college, Never-married, Own-child,<NULL>, <=50K
47.0,<NULL>, Married-civ-spouse,<NULL>, Male, <=50K
25.0,<NULL>, Never-married, Own-child, Male,<NULL>
72.0, Some-college,<NULL>, Husband, Male, <=50K
29.0,<NULL>, Divorced, Not-in-family,<NULL>, <=50K
22.0, HS-grad,<NULL>, Own-child, Female,<NULL>
57.0,<NULL>,<NULL>, Husband, Male, <=50K
50.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
45.0, Some-college, Married-civ-spouse,<NULL>,<NULL>, <=50K
52.0,<NULL>,<NULL>, Not-in-family, Male,<NULL>
<NULL>,<NULL>, Married-civ-spouse, Husband,<NULL>, >50K
36.0, HS-grad, Married-civ-spouse, Husband, Male, <=50K
46.0,<NULL>, Married-civ-spouse, Husband,<NULL>, >50K
20.0, HS-grad, Never-married, Own-child, Female, <=50K
75.0, 5th-6th, Widowed, Unmarried, Male,<NULL>
<NULL>, HS-grad, Married-civ-spouse, Husband, Male,<NULL>
28.0, HS-grad, Married-civ-spouse,<NULL>,<NULL>,<NULL>
53.0, Masters, Divorced, Not-in-family, Female, <=50K
17.0,<NULL>, Never-married, Own-child,<NULL>,<NULL>
46.0,<NULL>, Divorced, Unmarried, Female,<NULL>
39.0,<NULL>, Separated, Not-in-family, Female,<NULL>
38.0,<NULL>, Divorced, Unmarried, Male,<NULL>
36.0, HS-grad, Married-civ-spouse, Husband,<NULL>,<NULL>
63.0, Bachelors, Never-married,<NULL>, Female,<NULL>
28.0, 1st-4th, Married-civ-spouse, Husband,<NULL>, <=50K
28.0,<NULL>, Never-married,<NULL>, Male, <=50K
49.0, HS-grad,<NULL>,<NULL>, Female, <=50K
43.0, Some-college, Married-civ-spouse, Husband,<NULL>,<NULL>
38.0, Bachelors, Married-civ-spouse, Husband, Male,<NULL>
39.0,<NULL>, Never-married,<NULL>, Male,<NULL>
42.0,<NULL>, Divorced, Not-in-family,<NULL>, <=50K
<NULL>, HS-grad, Married-civ-spouse, Husband, Male, <=50K
45.0, HS-grad, Separated,<NULL>,<NULL>,<NULL>
<NULL>,<NULL>,<NULL>, Unmarried, Female,<NULL>
24.0, Bachelors, Never-married,<NULL>, Male, <=50K
30.0,<NULL>,<NULL>,<NULL>, Male, >50K
44.0, Some-college,<NULL>,<NULL>, Male, <=50K
40.0, HS-grad, Married-civ-spouse, Husband,<NULL>, <=50K
30.0, HS-grad, Never-married, Other-relative, Female, <=50K
42.0, Masters, Divorced,<NULL>, Female, <=50K
52.0, Assoc-voc, Divorced,<NULL>, Female, <=50K
42.0, Some-college, Married-civ-spouse, Husband, Male, >50K
<NULL>, Some-college, Married-civ-spouse,<NULL>, Male, >50K
43.0, Some-college, Divorced,<NULL>,<NULL>, <=50K
62.0,<NULL>,<NULL>, Husband,<NULL>, <=50K
<NULL>, Assoc-voc, Married-civ-spouse,<NULL>, Male, <=50K
83.0, HS-grad, Widowed, Not-in-family, Female,<NULL>
39.0, Bachelors, Married-civ-spouse, Husband, Male,<NULL>
41.0, HS-grad,<NULL>, Wife,<NULL>, <=50K
<NULL>, Masters, Married-civ-spouse,<NULL>,<NULL>,<NULL>
25.0, 11th, Married-civ-spouse,<NULL>,<NULL>, <=50K
48.0, 11th,<NULL>, Husband,<NULL>, <=50K
59.0, Assoc-acdm, Divorced, Not-in-family, Male, <=50K
<NULL>, Bachelors, Never-married, Not-in-family, Male, <=50K
36.0, 9th,<NULL>, Not-in-family,<NULL>,<NULL>
<NULL>, HS-grad, Never-married,<NULL>,<NULL>, <=50K
21.0,<NULL>, Never-married, Own-child, Female, <=50K
41.0, Some-college, Separated,<NULL>, Female,<NULL>
24.0, Bachelors, Never-married, Not-in-family,<NULL>,<NULL>
67.0, HS-grad, Married-civ-spouse, Husband,<NULL>,<NULL>
24.0, Bachelors, Never-married, Own-child,<NULL>,<NULL>
50.0, Bachelors,<NULL>, Husband, Male,<NULL>
48.0, Masters, Divorced, Not-in-family, Male,<NULL>
55.0, Assoc-acdm, Married-civ-spouse, Husband, Male, >50K
<NULL>, HS-grad,<NULL>, Not-in-family,<NULL>,<NULL>
50.0, Bachelors, Divorced,<NULL>,<NULL>,<NULL>
64.0, 10th, Married-civ-spouse, Husband,<NULL>, >50K
49.0, 9th, Divorced,<NULL>, Male, <=50K
20.0, HS-grad, Never-married,<NULL>, Male,<NULL>
30.0, HS-grad,<NULL>, Not-in-family, Female, <=50K
37.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
52.0, HS-grad, Married-civ-spouse, Husband,<NULL>, >50K
<NULL>, Some-college, Never-married, Own-child, Male, <=50K
77.0, HS-grad, Widowed,<NULL>,<NULL>, <=50K
19.0, Some-college, Never-married, Own-child, Male,<NULL>
52.0,<NULL>, Divorced, Other-relative, Male, >50K
42.0,<NULL>,<NULL>, Own-child, Female,<NULL>
35.0,<NULL>, Separated, Not-in-family, Female, <=50K
27.0, Some-college, Never-married, Unmarried, Female,<NULL>
<NULL>, HS-grad,<NULL>, Not-in-family, Female, <=50K
37.0, HS-grad, Married-civ-spouse, Husband, Male,<NULL>
37.0, 10th, Married-civ-spouse,<NULL>, Male,<NULL>
28.0, 7th-8th, Married-civ-spouse,<NULL>, Male,<NULL>
63.0,<NULL>, Married-civ-spouse, Husband, Male, <=50K
19.0, HS-grad, Never-married, Own-child, Male, <=50K
28.0, Bachelors, Never-married,<NULL>,<NULL>, <=50K
23.0, Some-college,<NULL>, Not-in-family, Male, <=50K
44.0,<NULL>, Never-married, Not-in-family, Female, >50K
31.0, Some-college,<NULL>, Husband,<NULL>, >50K
35.0, Bachelors, Never-married, Not-in-family,<NULL>,<NULL>
64.0, HS-grad, Divorced, Not-in-family,<NULL>, <=50K
40.0, HS-grad,<NULL>, Husband,<NULL>,<NULL>
59.0, Assoc-acdm, Divorced, Not-in-family,<NULL>, <=50K
22.0, Some-college, Never-married,<NULL>, Female, <=50K
40.0,<NULL>,<NULL>,<NULL>,<NULL>, <=50K
35.0,<NULL>, Married-civ-spouse, Husband,<NULL>,<NULL>
<NULL>,<NULL>, Never-married, Own-child,<NULL>,<NULL>
35.0,<NULL>, Never-married,<NULL>, Male,<NULL>
28.0, Some-college, Married-civ-spouse, Husband,<NULL>, <=50K
28.0, HS-grad, Divorced, Own-child, Male, <=50K
37.0, Some-college, Married-civ-spouse, Husband,<NULL>,<NULL>
72.0, Doctorate, Married-civ-spouse, Husband, Male, >50K
25.0, Assoc-acdm, Never-married, Not-in-family, Male, <=50K
37.0, HS-grad,<NULL>, Unmarried, Female, <=50K
19.0, Some-college, Never-married,<NULL>, Female,<NULL>
31.0, Assoc-voc, Divorced, Own-child, Female,<NULL>
41.0, HS-grad, Never-married, Other-relative, Female, <=50K
31.0,<NULL>, Married-civ-spouse, Husband, Male, >50K
44.0, HS-grad, Married-civ-spouse,<NULL>,<NULL>, <=50K
20.0,<NULL>, Never-married,<NULL>,<NULL>, <=50K
57.0, Some-college,<NULL>, Husband, Male, <=50K
26.0, HS-grad,<NULL>, Not-in-family,<NULL>,<NULL>
<NULL>,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
29.0, HS-grad,<NULL>,<NULL>, Male,<NULL>
36.0, HS-grad, Married-civ-spouse,<NULL>,<NULL>, >50K
<NULL>, Assoc-voc, Married-civ-spouse, Husband, Male, >50K
21.0, Assoc-acdm, Never-married, Not-in-family,<NULL>, <=50K
<NULL>,<NULL>, Never-married, Not-in-family,<NULL>,<NULL>
34.0, Prof-school, Separated, Unmarried, Male, >50K
24.0, Bachelors, Never-married, Own-child,<NULL>, <=50K
28.0,<NULL>, Divorced, Not-in-family,<NULL>, <=50K
35.0,<NULL>, Separated,<NULL>, Male,<NULL>
35.0, HS-grad, Divorced, Not-in-family, Male,<NULL>
38.0,<NULL>, Never-married, Not-in-family,<NULL>, <=50K
44.0, HS-grad, Divorced, Unmarried, Female, <=50K
<NULL>, Bachelors, Married-civ-spouse, Wife, Female, >50K
57.0, HS-grad, Divorced, Not-in-family, Female, <=50K
19.0,<NULL>,<NULL>, Own-child, Female, <=50K
29.0, Assoc-voc, Married-civ-spouse, Husband,<NULL>,<NULL>
23.0, HS-grad,<NULL>, Other-relative,<NULL>,<NULL>
50.0, HS-grad, Widowed, Unmarried, Female, <=50K
<NULL>, Some-college, Married-civ-spouse, Husband,<NULL>,<NULL>
28.0,<NULL>,<NULL>, Not-in-family, Male, <=50K
44.0, Bachelors, Married-civ-spouse, Husband,<NULL>, <=50K
29.0, Bachelors, Never-married, Not-in-family, Male,<NULL>
31.0,<NULL>, Divorced, Not-in-family, Male,<NULL>
27.0, Bachelors, Married-civ-spouse,<NULL>,<NULL>,<NULL>
34.0, Bachelors, Married-civ-spouse, Husband, Male, <=50K
50.0,<NULL>, Married-civ-spouse, Husband, Male, >50K
27.0, Some-college, Married-civ-spouse, Husband, Male,<NULL>
31.0, Assoc-voc, Never-married, Unmarried, Female, <=50K
46.0,<NULL>, Married-civ-spouse, Husband,<NULL>,<NULL>
39.0,<NULL>,<NULL>, Own-child, Female, <=50K
40.0,<NULL>,<NULL>, Husband, Male,<NULL>
<NULL>,<NULL>, Divorced, Own-child, Male,<NULL>
18.0,<NULL>, Never-married,<NULL>,<NULL>, <=50K
51.0, HS-grad, Divorced, Not-in-family, Female, <=50K
58.0, HS-grad, Divorced, Not-in-family, Male, <=50K
66.0, HS-grad, Married-civ-spouse, Husband, Male,<NULL>
36.0, HS-grad, Married-civ-spouse, Wife, Female, <=50K
38.0,<NULL>, Divorced,<NULL>, Female, <=50K
25.0, Assoc-acdm,<NULL>, Own-child, Male,<NULL>
25.0, HS-grad, Never-married,<NULL>, Female, <=50K
90.0,<NULL>, Never-married,<NULL>, Male, <=50K
41.0, Some-college, Divorced, Unmarried,<NULL>, <=50K
34.0, HS-grad,<NULL>,<NULL>, Female,<NULL>
33.0, Bachelors, Divorced, Unmarried,<NULL>,<NULL>
33.0, HS-grad,<NULL>,<NULL>,<NULL>, <=50K
35.0,<NULL>, Married-civ-spouse, Husband,<NULL>, >50K
39.0, HS-grad, Never-married, Own-child, Female,<NULL>
59.0, HS-grad,<NULL>, Husband, Male, <=50K
19.0, Some-college, Never-married, Own-child, Male,<NULL>
39.0, HS-grad,<NULL>, Husband, Male, <=50K
19.0, Some-college,<NULL>,<NULL>,<NULL>, <=50K
27.0, HS-grad,<NULL>, Own-child, Female, <=50K
52.0, 7th-8th, Married-civ-spouse, Husband, Male,<NULL>
59.0, HS-grad, Divorced, Own-child, Female, <=50K
<NULL>, Some-college, Divorced, Unmarried, Female,<NULL>
37.0,<NULL>, Divorced, Other-relative, Female, <=50K
50.0, 10th, Married-civ-spouse, Husband, Male, <=50K
36.0, Bachelors,<NULL>,<NULL>,<NULL>, >50K
34.0, Bachelors,<NULL>, Husband,<NULL>,<NULL>
23.0, Some-college, Never-married,<NULL>,<NULL>,<NULL>
19.0,<NULL>, Never-married, Own-child, Female,<NULL>
33.0, HS-grad, Divorced, Not-in-family,<NULL>, <=50K
27.0,<NULL>, Never-married, Own-child, Male, <=50K
31.0, Masters,<NULL>, Husband, Male,<NULL>
21.0, 10th,<NULL>, Husband,<NULL>, <=50K
31.0,<NULL>, Married-civ-spouse, Husband,<NULL>,<NULL>
59.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
40.0, Masters,<NULL>,<NULL>, Male,<NULL>
<NULL>, 11th, Never-married, Own-child,<NULL>,<NULL>
47.0,<NULL>, Married-civ-spouse, Husband,<NULL>, <=50K
<NULL>, Bachelors, Never-married, Unmarried, Male, <=50K
57.0,<NULL>,<NULL>, Husband, Male, <=50K
51.0, 9th, Married-civ-spouse,<NULL>, Male,<NULL>
21.0, Some-college, Never-married, Not-in-family, Male, <=50K
30.0, Some-college, Married-civ-spouse, Husband, Male, <=50K
46.0,<NULL>, Divorced, Not-in-family,<NULL>,<NULL>
40.0,<NULL>,<NULL>, Not-in-family, Female,<NULL>
52.0, Preschool, Married-civ-spouse, Not-in-family, Male, <=50K
<NULL>,<NULL>, Never-married, Not-in-family,<NULL>,<NULL>
90.0,<NULL>, Widowed, Other-relative,<NULL>, <=50K
25.0, HS-grad, Never-married,<NULL>,<NULL>, <=50K
43.0, Some-college,<NULL>, Not-in-family, Male, <=50K
38.0,<NULL>,<NULL>, Unmarried, Female,<NULL>
22.0,<NULL>, Never-married,<NULL>,<NULL>,<NULL>
33.0, Bachelors,<NULL>, Not-in-family,<NULL>, <=50K
34.0, Some-college, Married-civ-spouse,<NULL>,<NULL>,<NULL>
65.0,<NULL>, Married-civ-spouse,<NULL>, Male,<NULL>
50.0, HS-grad, Never-married, Own-child,<NULL>, <=50K
29.0,<NULL>, Never-married, Not-in-family,<NULL>, <=50K
25.0, HS-grad, Married-civ-spouse, Husband,<NULL>, <=50K
54.0, Some-college, Divorced,<NULL>,<NULL>, <=50K
49.0, HS-grad, Married-civ-spouse, Husband, Male,<NULL>
44.0, Some-college, Married-civ-spouse, Husband, Male, <=50K
24.0, 9th, Divorced, Own-child,<NULL>, <=50K
25.0, Bachelors,<NULL>, Not-in-family, Male,<NULL>
65.0, HS-grad, Married-civ-spouse,<NULL>,<NULL>, <=50K
56.0,<NULL>, Married-civ-spouse, Husband, Male, <=50K
39.0, Prof-school,<NULL>, Husband, Male,<NULL>
23.0,<NULL>, Never-married,<NULL>, Female, <=50K
20.0,<NULL>, Never-married, Not-in-family, Female, <=50K
24.0,<NULL>, Never-married, Unmarried, Male, <=50K
41.0, Some-college, Married-civ-spouse, Husband,<NULL>,<NULL>
40.0, Some-college,<NULL>,<NULL>, Male, <=50K
55.0, HS-grad, Married-civ-spouse,<NULL>,<NULL>,<NULL>
38.0, HS-grad,<NULL>, Unmarried,<NULL>, <=50K
23.0,<NULL>, Never-married, Unmarried,<NULL>, <=50K
44.0,<NULL>, Married-civ-spouse, Husband,<NULL>, <=50K
45.0,<NULL>,<NULL>, Husband,<NULL>,<NULL>
20.0,<NULL>, Never-married, Own-child, Female,<NULL>
29.0, HS-grad, Never-married,<NULL>,<NULL>,<NULL>
43.0, HS-grad, Married-civ-spouse, Husband,<NULL>,<NULL>
30.0,<NULL>, Divorced,<NULL>,<NULL>, <=50K
28.0, Some-college,<NULL>, Not-in-family,<NULL>,<NULL>
31.0, HS-grad,<NULL>, Husband, Male,<NULL>
52.0, HS-grad, Divorced, Unmarried, Female,<NULL>
36.0,<NULL>, Married-civ-spouse, Wife, Female, >50K
38.0, HS-grad,<NULL>,<NULL>, Male, <=50K
66.0, Some-college,<NULL>, Husband, Male,<NULL>
63.0,<NULL>, Married-civ-spouse, Husband,<NULL>, <=50K
21.0, Some-college, Never-married,<NULL>,<NULL>,<NULL>
33.0, HS-grad,<NULL>, Not-in-family, Male, <=50K
46.0,<NULL>, Divorced,<NULL>, Female,<NULL>
20.0, Some-college, Never-married, Own-child, Male,<NULL>
47.0, Bachelors, Never-married, Not-in-family, Male, <=50K
33.0, Doctorate, Married-civ-spouse, Husband, Male, >50K
66.0, 7th-8th, Never-married, Other-relative,<NULL>,<NULL>
20.0,<NULL>, Never-married, Own-child,<NULL>,<NULL>
28.0,<NULL>, Divorced,<NULL>, Male, <=50K
46.0,<NULL>,<NULL>, Unmarried, Female, <=50K
25.0, Some-college, Married-civ-spouse, Husband, Male, <=50K
37.0, HS-grad, Married-civ-spouse, Own-child, Male, <=50K
31.0, 9th, Married-civ-spouse, Husband,<NULL>,<NULL>
49.0,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
22.0, Some-college, Married-spouse-absent,<NULL>, Male, <=50K
52.0, Assoc-voc, Married-civ-spouse,<NULL>,<NULL>, >50K
29.0, Assoc-acdm, Married-civ-spouse, Wife,<NULL>, <=50K
<NULL>, 11th, Never-married, Own-child,<NULL>, <=50K
<NULL>, Some-college, Married-civ-spouse, Husband,<NULL>,<NULL>
23.0, Some-college,<NULL>, Not-in-family, Female, <=50K
27.0,<NULL>, Married-civ-spouse,<NULL>, Female,<NULL>
<NULL>, 10th, Married-civ-spouse, Husband,<NULL>, <=50K
50.0, HS-grad, Divorced, Unmarried,<NULL>,<NULL>
46.0, Masters,<NULL>, Husband, Male, >50K
24.0, Bachelors, Never-married, Own-child, Female, <=50K
17.0, 11th, Never-married,<NULL>,<NULL>, <=50K
49.0,<NULL>,<NULL>, Not-in-family, Male, <=50K
54.0,<NULL>, Married-civ-spouse, Husband, Male, >50K
41.0, Bachelors, Married-civ-spouse, Husband,<NULL>, >50K
49.0,<NULL>, Married-civ-spouse, Husband,<NULL>,<NULL>
36.0,<NULL>, Never-married, Not-in-family,<NULL>, <=50K
23.0, HS-grad, Never-married,<NULL>,<NULL>, <=50K
63.0, Some-college, Widowed, Not-in-family, Female,<NULL>
67.0, HS-grad, Married-civ-spouse, Husband, Male,<NULL>
23.0, HS-grad, Never-married,<NULL>,<NULL>,<NULL>
22.0, Bachelors, Never-married, Own-child,<NULL>, <=50K
66.0,<NULL>, Married-civ-spouse,<NULL>, Male, <=50K
25.0, 11th, Married-civ-spouse,<NULL>,<NULL>, <=50K
30.0, Some-college, Divorced, Unmarried, Female, <=50K
35.0,<NULL>, Married-civ-spouse,<NULL>,<NULL>,<NULL>
67.0, 7th-8th, Married-civ-spouse,<NULL>, Male, <=50K
30.0, 12th, Never-married,<NULL>,<NULL>,<NULL>
26.0, Some-college, Never-married, Not-in-family, Female, <=50K
34.0,<NULL>, Married-civ-spouse, Husband, Male, <=50K
21.0, Some-college,<NULL>, Own-child,<NULL>,<NULL>
18.0, 12th, Never-married,<NULL>, Male,<NULL>
21.0, HS-grad,<NULL>,<NULL>, Male, <=50K
76.0,<NULL>, Married-civ-spouse, Husband,<NULL>, <=50K
<NULL>,<NULL>, Married-civ-spouse, Husband, Male,<NULL>
26.0, HS-grad,<NULL>, Wife,<NULL>, <=50K
<NULL>,<NULL>, Never-married, Not-in-family,<NULL>, <=50K
18.0, 11th,<NULL>, Own-child, Male,<NULL>
<NULL>, Assoc-voc, Married-civ-spouse, Husband,<NULL>,<NULL>
59.0,<NULL>, Divorced, Not-in-family, Female,<NULL>
55.0,<NULL>, Separated,<NULL>,<NULL>, >50K
33.0, Some-college,<NULL>, Not-in-family,<NULL>,<NULL>
25.0, HS-grad, Never-married, Own-child, Female, <=50K
48.0, HS-grad, Widowed, Not-in-family, Female, <=50K
64.0, Bachelors, Divorced, Not-in-family, Female, <=50K
47.0, Masters,<NULL>, Not-in-family, Female, >50K
26.0, Some-college, Never-married,<NULL>, Female, <=50K
36.0,<NULL>, Married-civ-spouse, Husband, Male, >50K
21.0, HS-grad, Married-civ-spouse, Husband, Male,<NULL>
54.0, 7th-8th,<NULL>,<NULL>, Female,<NULL>
30.0, HS-grad, Never-married, Own-child, Male, <=50K
41.0, HS-grad, Divorced,<NULL>,<NULL>, <=50K
<NULL>, Masters, Never-married, Not-in-family, Female,<NULL>
34.0, Some-college, Never-married, Other-relative, Male, <=50K
20.0, Some-college, Never-married, Own-child,<NULL>,<NULL>
24.0, 10th, Never-married, Not-in-family,<NULL>, <=50K
26.0, Bachelors,<NULL>, Not-in-family, Female,<NULL>
25.0,<NULL>,<NULL>, Not-in-family, Female,<NULL>
35.0, Some-college, Divorced, Unmarried, Female, <=50K
41.0, Some-college, Divorced, Not-in-family, Male, >50K
33.0,<NULL>, Never-married, Own-child,<NULL>,<NULL>
18.0, Some-college, Never-married, Own-child, Female,<NULL>
27.0, HS-grad, Separated, Not-in-family, Male, <=50K
<NULL>, HS-grad, Divorced, Unmarried, Female, <=50K
51.0, HS-grad,<NULL>, Not-in-family,<NULL>, <=50K
38.0, Assoc-voc,<NULL>, Unmarried, Female,<NULL>
41.0,<NULL>, Married-civ-spouse, Wife,<NULL>, <=50K
26.0, Some-college, Married-civ-spouse, Husband,<NULL>, <=50K
38.0, Assoc-voc, Divorced,<NULL>, Male,<NULL>
54.0, 9th, Married-civ-spouse, Husband,<NULL>, >50K
30.0,<NULL>,<NULL>, Not-in-family,<NULL>,<NULL>
31.0, Some-college, Widowed,<NULL>,<NULL>,<NULL>
26.0, Bachelors, Never-married,<NULL>,<NULL>, <=50K
75.0, Doctorate,<NULL>,<NULL>,<NULL>,<NULL>
29.0, Masters, Never-married, Own-child,<NULL>,<NULL>
61.0,<NULL>, Married-civ-spouse, Husband,<NULL>,<NULL>
24.0, Some-college, Separated, Unmarried, Female, <=50K
22.0, 12th, Never-married,<NULL>, Male, <=50K
34.0, Assoc-acdm, Never-married, Not-in-family,<NULL>, <=50K
42.0, Some-college,<NULL>, Own-child,<NULL>,<NULL>
24.0, 11th, Never-married, Not-in-family, Male, <=50K
42.0, Assoc-acdm, Married-civ-spouse, Husband,<NULL>,<NULL>
27.0, HS-grad, Never-married, Not-in-family, Male,<NULL>
39.0, Bachelors,<NULL>, Wife,<NULL>, >50K
20.0, HS-grad,<NULL>, Own-child, Male,<NULL>
51.0, 11th, Never-married, Not-in-family,<NULL>, <=50K
68.0,<NULL>,<NULL>, Husband, Male,<NULL>
28.0, HS-grad, Never-married, Own-child, Male, <=50K
43.0,<NULL>, Divorced, Not-in-family,<NULL>, <=50K
35.0,<NULL>,<NULL>, Not-in-family, Male, <=50K
44.0, HS-grad, Divorced, Unmarried, Female,<NULL>
<NULL>, Bachelors, Never-married, Not-in-family,<NULL>, <=50K
44.0, HS-grad, Married-civ-spouse,<NULL>,<NULL>,<NULL>
20.0, HS-grad, Married-civ-spouse, Other-relative, Female,<NULL>
46.0, HS-grad, Married-civ-spouse, Husband, Male, >50K
27.0, Assoc-acdm, Married-civ-spouse, Husband, Male,<NULL>
32.0, Some-college, Never-married, Not-in-family,<NULL>, <=50K
46.0, Some-college, Divorced, Not-in-family, Male, <=50K
26.0,<NULL>, Never-married, Not-in-family,<NULL>,<NULL>
20.0,<NULL>, Never-married, Own-child,<NULL>,<NULL>
36.0, HS-grad, Married-civ-spouse, Wife, Female, <=50K
49.0, Bachelors, Married-civ-spouse, Husband, Male, >50K
32.0, HS-grad, Married-civ-spouse,<NULL>, Male, >50K
32.0,<NULL>, Married-civ-spouse, Husband,<NULL>, >50K
<NULL>, Bachelors, Married-civ-spouse,<NULL>, Male, >50K
36.0, HS-grad, Never-married, Not-in-family, Male,<NULL>
22.0, Some-college, Never-married, Other-relative, Male, <=50K
52.0, HS-grad, Divorced,<NULL>, Female,<NULL>
<NULL>,<NULL>, Married-civ-spouse, Husband,<NULL>, >50K
22.0, Some-college, Never-married, Own-child,<NULL>, <=50K
72.0,<NULL>, Widowed, Unmarried,<NULL>,<NULL>
<NULL>, Bachelors, Separated, Not-in-family,<NULL>,<NULL>
44.0, Some-college,<NULL>, Husband,<NULL>, <=50K
<NULL>,<NULL>,<NULL>, Not-in-family,<NULL>,<NULL>
22.0, Some-college, Never-married,<NULL>,<NULL>, <=50K
59.0, Bachelors, Separated, Unmarried,<NULL>, <=50K
46.0, HS-grad,<NULL>, Unmarried, Female,<NULL>
30.0, Assoc-voc, Married-civ-spouse,<NULL>, Male,<NULL>
64.0, 7th-8th,<NULL>, Unmarried, Female, <=50K
31.0,<NULL>,<NULL>,<NULL>,<NULL>,<NULL>
64.0, HS-grad, Married-civ-spouse, Husband, Male,<NULL>
<NULL>, HS-grad,<NULL>, Own-child, Female, <=50K
<NULL>, HS-grad, Married-civ-spouse,<NULL>, Male, >50K
<NULL>, HS-grad, Never-married, Other-relative,<NULL>, <=50K
<NULL>, Bachelors, Married-civ-spouse, Husband, Male,<NULL>
66.0,<NULL>,<NULL>, Not-in-family, Female,<NULL>
23.0, Some-college, Never-married,<NULL>,<NULL>, <=50K
49.0, HS-grad, Married-civ-spouse,<NULL>, Male, <=50K
32.0, 12th,<NULL>, Husband,<NULL>,<NULL>
49.0, Assoc-voc, Never-married,<NULL>, Female,<NULL>
<NULL>, Some-college, Divorced, Not-in-family, Male, <=50K
28.0,<NULL>,<NULL>, Not-in-family,<NULL>,<NULL>
47.0, HS-grad,<NULL>, Husband,<NULL>,<NULL>
41.0, HS-grad,<NULL>, Own-child, Male, <=50K
34.0,<NULL>, Married-civ-spouse, Husband, Male, >50K
25.0, HS-grad, Never-married,<NULL>,<NULL>, <=50K
20.0,<NULL>,<NULL>,<NULL>,<NULL>, <=50K
21.0, Some-college,<NULL>,<NULL>, Female,<NULL>
