age,education,sex,relationship,marital-status,income
39,Some-college,Male,Not-in-family,Never-married,<=50K
55,Doctorate,Male,Husband,Married-civ-spouse,>50K
24,Masters,Female,Not-in-family,Married-spouse-absent,<=50K
46,Bachelors,Male,Husband,Married-civ-spouse,>50K
53,HS-grad,Male,Husband,Married-civ-spouse,>50K
44,11th,Female,Unmarried,Separated,<=50K
40,HS-grad,Female,Unmarried,Separated,<=50K
48,Some-college,Male,Husband,Married-civ-spouse,>50K
26,Assoc-voc,Female,Unmarried,Separated,<=50K
22,HS-grad,Female,Own-child,Never-married,<=50K
35,HS-grad,Female,Wife,Married-civ-spouse,<=50K
20,Some-college,Female,Unmarried,Never-married,<=50K
43,HS-grad,Female,Not-in-family,Divorced,<=50K
37,HS-grad,Female,Wife,Married-civ-spouse,<=50K
30,HS-grad,Male,Husband,Married-civ-spouse,<=50K
41,HS-grad,Male,Husband,Married-civ-spouse,<=50K
38,Prof-school,Male,Husband,Married-civ-spouse,>50K
77,9th,Male,Husband,Married-civ-spouse,<=50K
42,HS-grad,Male,Husband,Married-civ-spouse,<=50K
20,HS-grad,Male,Own-child,Never-married,<=50K
36,Bachelors,Female,Not-in-family,Divorced,<=50K
32,Assoc-voc,Male,Other-relative,Never-married,<=50K
27,Bachelors,Male,Husband,Married-civ-spouse,>50K
25,Some-college,Male,Other-relative,Divorced,<=50K
40,Masters,Male,Not-in-family,Never-married,<=50K
18,11th,Male,Own-child,Never-married,<=50K
49,Bachelors,Male,Husband,Married-civ-spouse,>50K
17,11th,Female,Own-child,Never-married,<=50K
29,HS-grad,Female,Unmarried,Never-married,<=50K
47,Prof-school,Male,Husband,Married-civ-spouse,>50K
24,Some-college,Male,Own-child,Separated,<=50K
58,7th-8th,Male,Husband,Married-civ-spouse,<=50K
29,HS-grad,Male,Not-in-family,Never-married,<=50K
45,Some-college,Female,Wife,Married-civ-spouse,>50K
30,12th,Male,Husband,Married-civ-spouse,<=50K
19,Some-college,Male,Own-child,Never-married,<=50K
59,10th,Male,Husband,Married-civ-spouse,>50K
47,7th-8th,Female,Unmarried,Married-spouse-absent,<=50K
41,Some-college,Male,Husband,Married-civ-spouse,<=50K
28,Assoc-acdm,Male,Own-child,Never-married,<=50K
46,Assoc-acdm,Male,Husband,Married-civ-spouse,>50K
40,Some-college,Male,Husband,Married-civ-spouse,<=50K
66,10th,Female,Not-in-family,Divorced,<=50K
30,Bachelors,Male,Not-in-family,Never-married,>50K
44,Some-college,Male,Own-child,Never-married,<=50K
58,HS-grad,Male,Husband,Married-civ-spouse,>50K
21,7th-8th,Male,Other-relative,Never-married,<=50K
59,9th,Female,Unmarried,Widowed,<=50K
35,Some-college,Male,Husband,Married-civ-spouse,<=50K
45,9th,Male,Husband,Married-civ-spouse,>50K
30,HS-grad,Male,Husband,Married-civ-spouse,<=50K
33,HS-grad,Male,Not-in-family,Never-married,<=50K
26,Some-college,Female,Not-in-family,Never-married,<=50K
48,Some-college,Female,Unmarried,Separated,<=50K
31,HS-grad,Female,Own-child,Never-married,<=50K
36,HS-grad,Male,Husband,Married-civ-spouse,<=50K
48,HS-grad,Female,Unmarried,Divorced,<=50K
30,HS-grad,Male,Husband,Married-civ-spouse,<=50K
33,HS-grad,Male,Husband,Married-civ-spouse,>50K
19,9th,Female,Not-in-family,Never-married,<=50K
37,Assoc-acdm,Female,Wife,Married-civ-spouse,>50K
53,Bachelors,Male,Husband,Married-civ-spouse,>50K
18,Some-college,Female,Own-child,Never-married,<=50K
38,Some-college,Male,Husband,Married-civ-spouse,>50K
34,Some-college,Male,Not-in-family,Never-married,<=50K
45,Bachelors,Male,Husband,Married-civ-spouse,>50K
33,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
35,Assoc-voc,Female,Wife,Married-civ-spouse,<=50K
22,HS-grad,Male,Own-child,Never-married,<=50K
35,HS-grad,Female,Unmarried,Divorced,<=50K
45,HS-grad,Male,Husband,Married-civ-spouse,<=50K
17,11th,Male,Own-child,Never-married,<=50K
50,HS-grad,Male,Husband,Married-civ-spouse,<=50K
38,Bachelors,Male,Husband,Married-civ-spouse,>50K
33,Some-college,Male,Husband,Married-civ-spouse,>50K
46,HS-grad,Male,Husband,Married-civ-spouse,<=50K
25,Bachelors,Female,Not-in-family,Never-married,<=50K
64,HS-grad,Male,Husband,Married-civ-spouse,<=50K
62,Some-college,Male,Husband,Married-civ-spouse,<=50K
32,HS-grad,Male,Husband,Married-civ-spouse,>50K
17,11th,Male,Own-child,Never-married,<=50K
61,HS-grad,Male,Husband,Married-civ-spouse,<=50K
40,Doctorate,Female,Not-in-family,Never-married,<=50K
21,HS-grad,Female,Other-relative,Never-married,<=50K
39,Bachelors,Male,Husband,Married-civ-spouse,>50K
35,Some-college,Male,Husband,Married-civ-spouse,<=50K
29,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
27,Assoc-acdm,Male,Not-in-family,Never-married,<=50K
20,Assoc-acdm,Female,Not-in-family,Never-married,<=50K
34,Some-college,Female,Wife,Married-civ-spouse,>50K
51,Masters,Male,Own-child,Never-married,<=50K
45,HS-grad,Female,Unmarried,Separated,<=50K
20,Some-college,Female,Own-child,Never-married,<=50K
31,Some-college,Male,Husband,Married-civ-spouse,<=50K
29,HS-grad,Male,Own-child,Never-married,<=50K
56,Bachelors,Male,Husband,Married-civ-spouse,<=50K
55,Some-college,Female,Not-in-family,Divorced,>50K
26,Some-college,Male,Own-child,Never-married,<=50K
46,Some-college,Male,Husband,Married-civ-spouse,>50K
32,HS-grad,Male,Husband,Married-civ-spouse,<=50K
28,HS-grad,Male,Husband,Married-civ-spouse,<=50K
27,7th-8th,Male,Other-relative,Never-married,<=50K
23,9th,Male,Not-in-family,Married-spouse-absent,<=50K
59,10th,Male,Husband,Married-civ-spouse,<=50K
26,12th,Male,Other-relative,Never-married,<=50K
36,10th,Male,Not-in-family,Never-married,<=50K
18,HS-grad,Female,Own-child,Never-married,<=50K
33,9th,Male,Not-in-family,Divorced,<=50K
60,Assoc-voc,Female,Wife,Married-civ-spouse,>50K
40,HS-grad,Female,Unmarried,Divorced,<=50K
48,HS-grad,Male,Husband,Married-civ-spouse,<=50K
27,10th,Male,Husband,Married-civ-spouse,<=50K
19,Some-college,Male,Own-child,Never-married,<=50K
38,Bachelors,Male,Husband,Married-civ-spouse,>50K
26,Some-college,Male,Not-in-family,Divorced,<=50K
45,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
20,Some-college,Female,Own-child,Never-married,<=50K
32,HS-grad,Male,Unmarried,Divorced,<=50K
22,Some-college,Female,Own-child,Never-married,<=50K
22,HS-grad,Male,Not-in-family,Never-married,<=50K
38,HS-grad,Female,Unmarried,Never-married,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,>50K
46,1st-4th,Female,Unmarried,Widowed,<=50K
39,Bachelors,Female,Not-in-family,Divorced,<=50K
79,HS-grad,Female,Not-in-family,Widowed,<=50K
60,Bachelors,Male,Husband,Married-civ-spouse,>50K
24,HS-grad,Male,Own-child,Never-married,<=50K
31,Some-college,Male,Husband,Married-civ-spouse,<=50K
37,Bachelors,Male,Husband,Married-civ-spouse,<=50K
23,HS-grad,Male,Other-relative,Never-married,<=50K
31,Some-college,Male,Husband,Married-civ-spouse,<=50K
29,Bachelors,Male,Husband,Married-civ-spouse,>50K
22,Bachelors,Female,Own-child,Never-married,<=50K
69,Some-college,Female,Not-in-family,Widowed,<=50K
55,HS-grad,Female,Unmarried,Divorced,<=50K
43,HS-grad,Male,Other-relative,Divorced,<=50K
23,7th-8th,Male,Unmarried,Never-married,<=50K
29,HS-grad,Male,Unmarried,Never-married,<=50K
22,Assoc-voc,Female,Other-relative,Never-married,<=50K
22,Some-college,Male,Not-in-family,Never-married,<=50K
25,HS-grad,Male,Husband,Married-civ-spouse,>50K
29,Some-college,Male,Own-child,Never-married,<=50K
25,Some-college,Male,Not-in-family,Never-married,<=50K
33,HS-grad,Female,Not-in-family,Never-married,<=50K
33,Bachelors,Male,Not-in-family,Never-married,>50K
31,Doctorate,Female,Not-in-family,Never-married,<=50K
30,Masters,Male,Husband,Married-civ-spouse,>50K
55,Bachelors,Male,Husband,Married-civ-spouse,<=50K
36,12th,Male,Not-in-family,Never-married,<=50K
47,HS-grad,Female,Unmarried,Widowed,<=50K
28,Bachelors,Male,Not-in-family,Never-married,>50K
42,Masters,Male,Husband,Married-civ-spouse,>50K
51,Assoc-acdm,Male,Unmarried,Divorced,<=50K
62,Bachelors,Female,Not-in-family,Divorced,<=50K
65,Some-college,Male,Husband,Married-civ-spouse,>50K
23,Bachelors,Male,Husband,Married-civ-spouse,<=50K
60,HS-grad,Male,Husband,Married-civ-spouse,<=50K
47,7th-8th,Male,Husband,Married-civ-spouse,>50K
50,HS-grad,Female,Unmarried,Divorced,<=50K
70,Bachelors,Male,Husband,Married-civ-spouse,<=50K
32,Bachelors,Male,Husband,Married-civ-spouse,<=50K
37,Some-college,Male,Husband,Married-civ-spouse,<=50K
31,HS-grad,Male,Unmarried,Never-married,>50K
76,10th,Female,Unmarried,Widowed,<=50K
54,Bachelors,Female,Not-in-family,Divorced,<=50K
32,Bachelors,Male,Husband,Married-civ-spouse,>50K
31,Some-college,Female,Not-in-family,Never-married,<=50K
31,Bachelors,Male,Not-in-family,Divorced,>50K
65,Prof-school,Male,Not-in-family,Divorced,<=50K
30,HS-grad,Male,Husband,Married-civ-spouse,>50K
63,HS-grad,Male,Husband,Married-civ-spouse,<=50K
21,Some-college,Female,Own-child,Never-married,<=50K
40,Masters,Male,Husband,Married-civ-spouse,>50K
26,Some-college,Female,Not-in-family,Never-married,<=50K
18,11th,Female,Own-child,Never-married,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,<=50K
66,Some-college,Female,Other-relative,Divorced,>50K
44,Some-college,Male,Own-child,Never-married,<=50K
30,Assoc-acdm,Female,Not-in-family,Never-married,<=50K
36,Bachelors,Male,Own-child,Never-married,<=50K
31,Some-college,Male,Husband,Married-civ-spouse,>50K
22,Some-college,Male,Not-in-family,Never-married,<=50K
28,7th-8th,Male,Own-child,Divorced,<=50K
23,HS-grad,Male,Own-child,Never-married,<=50K
49,Masters,Male,Husband,Married-civ-spouse,>50K
39,Bachelors,Male,Own-child,Separated,<=50K
67,Bachelors,Male,Husband,Married-civ-spouse,>50K
19,Some-college,Male,Own-child,Never-married,<=50K
30,Assoc-acdm,Male,Husband,Married-civ-spouse,>50K
25,Some-college,Female,Other-relative,Never-married,<=50K
24,HS-grad,Male,Own-child,Never-married,<=50K
46,HS-grad,Male,Husband,Married-civ-spouse,<=50K
37,Masters,Male,Husband,Married-civ-spouse,<=50K
41,HS-grad,Male,Husband,Married-civ-spouse,<=50K
40,Some-college,Male,Husband,Married-civ-spouse,<=50K
44,HS-grad,Female,Unmarried,Divorced,<=50K
32,HS-grad,Male,Husband,Married-civ-spouse,<=50K
58,HS-grad,Male,Husband,Married-civ-spouse,>50K
48,HS-grad,Male,Husband,Married-civ-spouse,<=50K
34,Bachelors,Male,Husband,Married-civ-spouse,<=50K
29,Assoc-voc,Female,Own-child,Never-married,<=50K
46,Bachelors,Male,Husband,Married-civ-spouse,>50K
36,HS-grad,Male,Not-in-family,Never-married,<=50K
59,Bachelors,Male,Not-in-family,Never-married,<=50K
29,12th,Male,Husband,Married-civ-spouse,<=50K
50,Masters,Male,Not-in-family,Never-married,<=50K
25,HS-grad,Male,Husband,Married-civ-spouse,<=50K
27,Assoc-acdm,Female,Not-in-family,Never-married,<=50K
48,HS-grad,Male,Husband,Married-civ-spouse,<=50K
51,Doctorate,Female,Not-in-family,Never-married,>50K
36,HS-grad,Male,Not-in-family,Divorced,>50K
42,11th,Male,Unmarried,Divorced,>50K
49,Bachelors,Male,Husband,Married-civ-spouse,>50K
33,Some-college,Male,Own-child,Never-married,<=50K
40,Bachelors,Male,Not-in-family,Divorced,>50K
26,Bachelors,Female,Not-in-family,Never-married,<=50K
69,HS-grad,Female,Not-in-family,Divorced,>50K
59,HS-grad,Male,Husband,Married-civ-spouse,<=50K
30,HS-grad,Female,Own-child,Never-married,<=50K
31,Assoc-acdm,Female,Wife,Married-civ-spouse,<=50K
30,Bachelors,Male,Husband,Married-civ-spouse,>50K
27,Bachelors,Female,Not-in-family,Never-married,<=50K
20,Some-college,Female,Own-child,Never-married,<=50K
56,Assoc-acdm,Female,Unmarried,Divorced,<=50K
24,HS-grad,Male,Husband,Married-civ-spouse,<=50K
47,Bachelors,Female,Unmarried,Divorced,<=50K
51,Bachelors,Male,Not-in-family,Never-married,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,<=50K
47,HS-grad,Male,Unmarried,Divorced,<=50K
47,Some-college,Male,Husband,Married-civ-spouse,>50K
20,Some-college,Female,Unmarried,Never-married,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,>50K
31,11th,Female,Not-in-family,Divorced,<=50K
42,Assoc-voc,Female,Unmarried,Divorced,<=50K
52,5th-6th,Male,Other-relative,Married-spouse-absent,<=50K
56,HS-grad,Female,Not-in-family,Widowed,<=50K
53,HS-grad,Male,Husband,Married-civ-spouse,>50K
26,Some-college,Male,Husband,Married-civ-spouse,>50K
81,Some-college,Female,Not-in-family,Divorced,<=50K
28,10th,Female,Unmarried,Never-married,<=50K
57,Some-college,Male,Not-in-family,Divorced,>50K
34,HS-grad,Female,Not-in-family,Never-married,<=50K
31,10th,Male,Husband,Married-civ-spouse,<=50K
24,Assoc-voc,Female,Unmarried,Never-married,<=50K
20,HS-grad,Male,Unmarried,Never-married,<=50K
68,Some-college,Female,Other-relative,Divorced,<=50K
60,HS-grad,Female,Not-in-family,Separated,<=50K
37,Some-college,Male,Husband,Married-civ-spouse,<=50K
25,7th-8th,Male,Unmarried,Never-married,<=50K
36,HS-grad,Male,Husband,Married-civ-spouse,<=50K
45,Assoc-acdm,Male,Husband,Married-civ-spouse,<=50K
34,Some-college,Male,Husband,Married-civ-spouse,>50K
31,Bachelors,Female,Not-in-family,Separated,<=50K
47,Bachelors,Male,Husband,Married-civ-spouse,<=50K
60,HS-grad,Male,Husband,Married-civ-spouse,>50K
75,Bachelors,Male,Husband,Married-civ-spouse,<=50K
43,Some-college,Male,Husband,Married-civ-spouse,<=50K
18,HS-grad,Male,Own-child,Never-married,<=50K
25,Bachelors,Female,Not-in-family,Never-married,<=50K
20,HS-grad,Female,Own-child,Never-married,<=50K
32,HS-grad,Female,Not-in-family,Never-married,<=50K
57,Bachelors,Male,Husband,Married-civ-spouse,<=50K
43,Some-college,Male,Husband,Married-civ-spouse,>50K
18,HS-grad,Male,Other-relative,Never-married,<=50K
41,Bachelors,Female,Unmarried,Separated,<=50K
48,HS-grad,Male,Other-relative,Never-married,<=50K
35,HS-grad,Male,Husband,Married-civ-spouse,>50K
41,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
23,HS-grad,Female,Own-child,Never-married,<=50K
32,Bachelors,Male,Husband,Married-civ-spouse,>50K
33,HS-grad,Male,Own-child,Never-married,<=50K
58,HS-grad,Male,Husband,Married-civ-spouse,<=50K
22,Some-college,Male,Other-relative,Never-married,<=50K
33,Some-college,Female,Not-in-family,Divorced,<=50K
42,Prof-school,Male,Husband,Married-civ-spouse,>50K
25,HS-grad,Female,Own-child,Never-married,<=50K
39,HS-grad,Male,Husband,Married-civ-spouse,>50K
35,Bachelors,Male,Husband,Married-civ-spouse,>50K
50,Some-college,Female,Wife,Married-civ-spouse,>50K
49,Masters,Male,Husband,Married-civ-spouse,>50K
25,Bachelors,Male,Own-child,Never-married,<=50K
47,Some-college,Female,Unmarried,Divorced,<=50K
46,Some-college,Female,Wife,Married-civ-spouse,>50K
42,Assoc-acdm,Male,Not-in-family,Divorced,<=50K
37,11th,Male,Not-in-family,Never-married,>50K
25,Bachelors,Male,Not-in-family,Never-married,<=50K
29,10th,Male,Husband,Married-civ-spouse,<=50K
26,Some-college,Male,Not-in-family,Never-married,<=50K
26,Some-college,Female,Unmarried,Never-married,<=50K
45,Bachelors,Male,Husband,Married-civ-spouse,>50K
34,HS-grad,Female,Unmarried,Separated,<=50K
33,Assoc-acdm,Female,Unmarried,Never-married,<=50K
43,Bachelors,Male,Husband,Married-civ-spouse,>50K
28,HS-grad,Male,Husband,Married-civ-spouse,<=50K
51,Some-college,Male,Husband,Married-civ-spouse,<=50K
21,Some-college,Female,Not-in-family,Never-married,<=50K
23,Assoc-acdm,Female,Own-child,Never-married,<=50K
30,HS-grad,Female,Not-in-family,Never-married,<=50K
46,Masters,Male,Husband,Married-civ-spouse,>50K
38,HS-grad,Male,Not-in-family,Never-married,<=50K
20,HS-grad,Male,Not-in-family,Never-married,<=50K
36,Bachelors,Male,Husband,Married-civ-spouse,>50K
37,Prof-school,Male,Husband,Married-civ-spouse,>50K
44,Masters,Male,Not-in-family,Never-married,<=50K
33,HS-grad,Male,Husband,Married-civ-spouse,>50K
45,Bachelors,Male,Not-in-family,Never-married,<=50K
47,Some-college,Male,Husband,Married-civ-spouse,<=50K
54,HS-grad,Male,Husband,Married-civ-spouse,>50K
17,10th,Male,Own-child,Never-married,<=50K
43,HS-grad,Female,Wife,Married-civ-spouse,>50K
45,Bachelors,Female,Not-in-family,Widowed,>50K
37,Some-college,Female,Not-in-family,Never-married,<=50K
44,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
55,Masters,Female,Unmarried,Widowed,<=50K
41,HS-grad,Male,Husband,Married-civ-spouse,<=50K
23,Bachelors,Female,Own-child,Never-married,<=50K
38,Some-college,Female,Own-child,Never-married,<=50K
23,Bachelors,Female,Other-relative,Never-married,<=50K
35,HS-grad,Male,Husband,Married-civ-spouse,>50K
18,11th,Male,Own-child,Never-married,<=50K
47,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
25,Some-college,Female,Not-in-family,Never-married,<=50K
41,HS-grad,Male,Husband,Married-civ-spouse,<=50K
23,Some-college,Female,Other-relative,Never-married,<=50K
41,HS-grad,Female,Wife,Married-civ-spouse,<=50K
26,Some-college,Male,Husband,Married-civ-spouse,<=50K
30,Some-college,Male,Not-in-family,Never-married,<=50K
42,Some-college,Male,Husband,Married-civ-spouse,>50K
35,HS-grad,Female,Unmarried,Divorced,<=50K
28,Bachelors,Male,Not-in-family,Never-married,<=50K
29,Some-college,Female,Unmarried,Separated,<=50K
21,Some-college,Female,Own-child,Married-spouse-absent,<=50K
48,Masters,Male,Not-in-family,Divorced,>50K
44,HS-grad,Male,Unmarried,Divorced,<=50K
34,9th,Male,Own-child,Never-married,<=50K
19,HS-grad,Female,Own-child,Never-married,<=50K
32,Some-college,Male,Own-child,Divorced,>50K
31,Assoc-acdm,Female,Unmarried,Separated,<=50K
25,HS-grad,Male,Husband,Married-civ-spouse,<=50K
47,HS-grad,Male,Husband,Married-civ-spouse,>50K
46,11th,Female,Not-in-family,Widowed,<=50K
18,12th,Male,Own-child,Never-married,<=50K
31,Some-college,Female,Wife,Married-civ-spouse,<=50K
28,HS-grad,Female,Own-child,Married-civ-spouse,<=50K
38,HS-grad,Male,Husband,Married-civ-spouse,>50K
33,HS-grad,Male,Husband,Married-civ-spouse,>50K
17,10th,Female,Own-child,Never-married,<=50K
41,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
46,Some-college,Male,Husband,Married-civ-spouse,>50K
38,Some-college,Male,Husband,Married-civ-spouse,<=50K
24,Bachelors,Male,Not-in-family,Never-married,<=50K
49,HS-grad,Male,Husband,Married-civ-spouse,>50K
60,Some-college,Female,Not-in-family,Divorced,<=50K
44,Bachelors,Male,Husband,Married-civ-spouse,>50K
63,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
40,HS-grad,Male,Husband,Married-civ-spouse,>50K
45,Some-college,Male,Husband,Married-civ-spouse,>50K
49,Some-college,Male,Husband,Married-civ-spouse,>50K
36,HS-grad,Female,Not-in-family,Divorced,<=50K
65,HS-grad,Male,Husband,Married-civ-spouse,<=50K
41,Bachelors,Male,Unmarried,Widowed,<=50K
25,Masters,Female,Own-child,Separated,<=50K
20,Some-college,Female,Own-child,Never-married,<=50K
60,Assoc-voc,Male,Not-in-family,Widowed,<=50K
17,11th,Female,Own-child,Never-married,<=50K
28,Assoc-acdm,Female,Wife,Married-civ-spouse,>50K
31,Assoc-acdm,Male,Own-child,Never-married,<=50K
47,Masters,Female,Not-in-family,Never-married,<=50K
45,Some-college,Male,Husband,Married-civ-spouse,<=50K
51,Bachelors,Male,Not-in-family,Never-married,<=50K
23,HS-grad,Male,Own-child,Never-married,<=50K
44,Masters,Female,Wife,Married-civ-spouse,>50K
34,HS-grad,Male,Other-relative,Never-married,<=50K
19,Some-college,Male,Own-child,Never-married,<=50K
51,HS-grad,Male,Husband,Married-civ-spouse,>50K
46,HS-grad,Male,Husband,Married-civ-spouse,<=50K
30,Doctorate,Male,Husband,Married-civ-spouse,>50K
37,10th,Male,Husband,Married-civ-spouse,<=50K
56,Prof-school,Male,Husband,Married-civ-spouse,>50K
29,HS-grad,Male,Husband,Married-civ-spouse,<=50K
46,Masters,Male,Husband,Married-civ-spouse,>50K
55,HS-grad,Male,Husband,Married-civ-spouse,<=50K
45,Bachelors,Male,Not-in-family,Divorced,>50K
34,HS-grad,Male,Not-in-family,Married-spouse-absent,<=50K
45,9th,Male,Own-child,Separated,<=50K
41,Bachelors,Male,Not-in-family,Never-married,<=50K
22,Some-college,Male,Own-child,Never-married,<=50K
34,Prof-school,Male,Husband,Married-civ-spouse,>50K
27,HS-grad,Male,Own-child,Never-married,<=50K
29,Some-college,Male,Unmarried,Never-married,<=50K
19,12th,Female,Own-child,Never-married,<=50K
47,Bachelors,Male,Husband,Married-civ-spouse,<=50K
43,Some-college,Male,Husband,Married-civ-spouse,>50K
52,Assoc-voc,Female,Unmarried,Separated,<=50K
33,Assoc-acdm,Male,Not-in-family,Divorced,<=50K
29,9th,Male,Husband,Married-civ-spouse,<=50K
23,HS-grad,Male,Husband,Married-civ-spouse,<=50K
23,Some-college,Male,Not-in-family,Never-married,<=50K
39,Bachelors,Male,Husband,Married-civ-spouse,<=50K
43,5th-6th,Female,Unmarried,Never-married,<=50K
31,HS-grad,Male,Husband,Married-civ-spouse,>50K
47,HS-grad,Male,Husband,Married-civ-spouse,>50K
26,HS-grad,Male,Not-in-family,Never-married,<=50K
58,Some-college,Female,Not-in-family,Never-married,<=50K
47,Prof-school,Male,Not-in-family,Divorced,>50K
55,Bachelors,Female,Other-relative,Never-married,<=50K
26,HS-grad,Female,Wife,Married-civ-spouse,<=50K
28,HS-grad,Female,Unmarried,Never-married,<=50K
36,HS-grad,Male,Husband,Married-civ-spouse,<=50K
40,HS-grad,Male,Husband,Married-civ-spouse,<=50K
19,11th,Male,Not-in-family,Never-married,<=50K
63,Bachelors,Male,Husband,Married-civ-spouse,>50K
42,Bachelors,Male,Husband,Married-civ-spouse,<=50K
76,9th,Male,Husband,Married-civ-spouse,<=50K
23,Assoc-voc,Female,Not-in-family,Never-married,<=50K
38,5th-6th,Male,Not-in-family,Never-married,<=50K
33,Masters,Male,Not-in-family,Never-married,<=50K
48,Masters,Male,Husband,Married-civ-spouse,>50K
56,Some-college,Male,Not-in-family,Divorced,>50K
32,HS-grad,Male,Husband,Married-civ-spouse,<=50K
44,Some-college,Female,Unmarried,Divorced,<=50K
27,HS-grad,Female,Own-child,Divorced,<=50K
33,Some-college,Male,Not-in-family,Never-married,<=50K
22,5th-6th,Male,Not-in-family,Never-married,<=50K
18,Some-college,Female,Own-child,Never-married,<=50K
44,HS-grad,Male,Husband,Married-civ-spouse,<=50K
42,HS-grad,Male,Husband,Married-civ-spouse,<=50K
34,Some-college,Female,Not-in-family,Never-married,<=50K
45,HS-grad,Male,Husband,Married-civ-spouse,<=50K
57,HS-grad,Male,Husband,Married-civ-spouse,<=50K
59,Bachelors,Male,Husband,Married-civ-spouse,>50K
33,Some-college,Female,Wife,Married-civ-spouse,>50K
52,HS-grad,Male,Husband,Married-civ-spouse,<=50K
17,12th,Female,Own-child,Never-married,<=50K
29,HS-grad,Male,Own-child,Never-married,<=50K
63,Bachelors,Male,Husband,Married-civ-spouse,>50K
20,Some-college,Male,Not-in-family,Never-married,<=50K
42,Prof-school,Male,Husband,Married-civ-spouse,>50K
50,HS-grad,Male,Husband,Married-civ-spouse,<=50K
55,HS-grad,Female,Wife,Married-civ-spouse,<=50K
27,Assoc-acdm,Female,Wife,Married-civ-spouse,<=50K
28,Bachelors,Male,Husband,Married-civ-spouse,<=50K
55,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
44,Some-college,Male,Husband,Married-civ-spouse,<=50K
53,Some-college,Female,Not-in-family,Never-married,<=50K
23,HS-grad,Male,Husband,Married-civ-spouse,<=50K
25,HS-grad,Female,Not-in-family,Divorced,<=50K
44,Bachelors,Female,Not-in-family,Divorced,<=50K
55,Masters,Male,Husband,Married-civ-spouse,>50K
48,Some-college,Male,Husband,Married-civ-spouse,>50K
46,HS-grad,Male,Husband,Married-civ-spouse,<=50K
26,Some-college,Male,Not-in-family,Never-married,<=50K
30,7th-8th,Male,Not-in-family,Separated,<=50K
32,Masters,Male,Husband,Married-civ-spouse,>50K
52,HS-grad,Male,Husband,Married-civ-spouse,<=50K
52,HS-grad,Male,Husband,Married-civ-spouse,>50K
39,HS-grad,Female,Not-in-family,Separated,<=50K
57,Bachelors,Male,Husband,Married-civ-spouse,>50K
21,HS-grad,Male,Own-child,Never-married,<=50K
22,Some-college,Male,Own-child,Never-married,<=50K
26,Some-college,Male,Husband,Married-civ-spouse,<=50K
26,Some-college,Male,Husband,Married-civ-spouse,<=50K
44,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
42,Some-college,Female,Not-in-family,Divorced,<=50K
40,Some-college,Male,Husband,Married-civ-spouse,<=50K
22,11th,Male,Own-child,Never-married,<=50K
62,HS-grad,Male,Husband,Married-civ-spouse,>50K
44,Some-college,Male,Husband,Married-civ-spouse,<=50K
18,Some-college,Female,Own-child,Never-married,<=50K
33,1st-4th,Male,Not-in-family,Married-spouse-absent,<=50K
45,HS-grad,Male,Husband,Married-civ-spouse,<=50K
18,11th,Male,Own-child,Married-civ-spouse,<=50K
32,Some-college,Male,Not-in-family,Never-married,<=50K
33,Doctorate,Female,Not-in-family,Never-married,>50K
20,Some-college,Male,Own-child,Never-married,<=50K
68,HS-grad,Male,Husband,Married-civ-spouse,<=50K
61,7th-8th,Male,Husband,Married-civ-spouse,>50K
48,Doctorate,Male,Husband,Married-civ-spouse,>50K
45,HS-grad,Male,Husband,Married-civ-spouse,<=50K
36,HS-grad,Female,Wife,Married-civ-spouse,>50K
32,HS-grad,Female,Own-child,Never-married,<=50K
35,Bachelors,Female,Not-in-family,Divorced,<=50K
39,HS-grad,Male,Husband,Married-civ-spouse,<=50K
53,7th-8th,Male,Husband,Married-civ-spouse,<=50K
30,Some-college,Female,Unmarried,Separated,<=50K
37,HS-grad,Male,Other-relative,Never-married,<=50K
40,Bachelors,Male,Not-in-family,Divorced,<=50K
25,Some-college,Female,Not-in-family,Never-married,<=50K
41,HS-grad,Female,Not-in-family,Never-married,<=50K
52,HS-grad,Male,Husband,Married-civ-spouse,>50K
33,HS-grad,Male,Husband,Married-civ-spouse,<=50K
28,HS-grad,Male,Own-child,Never-married,<=50K
25,HS-grad,Male,Husband,Married-civ-spouse,>50K
53,Some-college,Male,Husband,Married-civ-spouse,<=50K
44,1st-4th,Male,Own-child,Never-married,<=50K
35,HS-grad,Female,Unmarried,Divorced,<=50K
38,Some-college,Male,Own-child,Divorced,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,<=50K
33,HS-grad,Female,Not-in-family,Divorced,<=50K
24,Some-college,Female,Wife,Married-civ-spouse,<=50K
65,HS-grad,Female,Unmarried,Widowed,<=50K
